time,temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),sunrise (iso8601),sunset (iso8601),shortwave_radiation_sum (MJ/m²),rain_sum (mm),snowfall_sum (cm),windspeed_10m_max (km/h),windgusts_10m_max (km/h),et0_fao_evapotranspiration (mm),elevation,city,temperature_2m (°C)_max,relativehumidity_2m (%)_max,dewpoint_2m (°C)_max,apparent_temperature (°C)_max,pressure_msl (hPa)_max,surface_pressure (hPa)_max,snowfall (cm)_max,cloudcover (%)_max,cloudcover_low (%)_max,cloudcover_mid (%)_max,cloudcover_high (%)_max,shortwave_radiation (W/m²)_max,direct_radiation (W/m²)_max,diffuse_radiation (W/m²)_max,direct_normal_irradiance (W/m²)_max,windspeed_10m (km/h)_max,windspeed_100m (km/h)_max,winddirection_10m (°)_max,winddirection_100m (°)_max,windgusts_10m (km/h)_max,et0_fao_evapotranspiration (mm)_max,vapor_pressure_deficit (kPa)_max,soil_temperature_0_to_7cm (°C)_max,soil_temperature_7_to_28cm (°C)_max,soil_temperature_28_to_100cm (°C)_max,soil_temperature_100_to_255cm (°C)_max,soil_moisture_0_to_7cm (m³/m³)_max,soil_moisture_7_to_28cm (m³/m³)_max,soil_moisture_28_to_100cm (m³/m³)_max,soil_moisture_100_to_255cm (m³/m³)_max,city_max,temperature_2m (°C)_min,relativehumidity_2m (%)_min,dewpoint_2m (°C)_min,apparent_temperature (°C)_min,pressure_msl (hPa)_min,surface_pressure (hPa)_min,snowfall (cm)_min,cloudcover (%)_min,cloudcover_low (%)_min,cloudcover_mid (%)_min,cloudcover_high (%)_min,shortwave_radiation (W/m²)_min,direct_radiation (W/m²)_min,diffuse_radiation (W/m²)_min,direct_normal_irradiance (W/m²)_min,windspeed_10m (km/h)_min,windspeed_100m (km/h)_min,winddirection_10m (°)_min,winddirection_100m (°)_min,windgusts_10m (km/h)_min,et0_fao_evapotranspiration (mm)_min,vapor_pressure_deficit (kPa)_min,soil_temperature_0_to_7cm (°C)_min,soil_temperature_7_to_28cm (°C)_min,soil_temperature_28_to_100cm (°C)_min,soil_temperature_100_to_255cm (°C)_min,soil_moisture_0_to_7cm (m³/m³)_min,soil_moisture_7_to_28cm (m³/m³)_min,soil_moisture_28_to_100cm (m³/m³)_min,soil_moisture_100_to_255cm (m³/m³)_min,city_min,month,rainy,year
2018-01-11,29.4,22.6,35.9,26.2,2018-01-11T06:42,2018-01-11T18:35,18.48,2.9,0.0,8.7,19.4,3.74,5,lh,29.0,98.0,23.3,35.9,1014.7,1016.4,0.0,100.0,28.0,99.0,100.0,840.0,659.0,246.0,702.0,8.7,10.5,356.0,357.0,19.4,0.6,1.15,28.9,26.3,25.8,26.2,0.445,0.444,0.423,0.452,lh,21.7,71.0,21.4,26.2,1010.5,1012.2,0.0,30.0,0.0,9.0,41.0,0.0,0.0,0.0,0.0,2.1,2.7,9.0,11.0,6.8,0.0,0.05,23.4,25.0,25.8,26.2,0.426,0.433,0.421,0.451,lh,1,True,2018
2018-01-12,28.6,23.4,32.8,26.7,2018-01-12T06:43,2018-01-12T18:36,9.5,1.7,0.0,12.2,20.2,2.18,5,lh,26.6,93.0,23.0,32.8,1014.0,1015.7,0.0,100.0,26.0,100.0,100.0,451.0,252.0,294.0,247.4,12.2,17.9,150.0,157.0,20.2,0.34,0.99,26.4,26.0,25.8,26.2,0.439,0.434,0.421,0.451,lh,23.6,72.0,21.0,26.7,1010.0,1011.7,0.0,37.0,0.0,12.0,100.0,0.0,0.0,0.0,0.0,5.4,6.5,94.0,93.0,9.7,0.0,0.2,24.2,25.3,25.8,26.2,0.425,0.429,0.419,0.451,lh,1,True,2018
2018-01-13,28.1,23.7,33.8,27.9,2018-01-13T06:43,2018-01-13T18:36,14.8,9.5,0.0,13.4,27.7,2.95,5,lh,27.2,92.0,23.2,33.8,1013.6,1015.3,0.0,100.0,95.0,89.0,100.0,771.0,579.0,287.0,621.4,13.4,16.6,159.0,153.0,27.7,0.53,0.81,27.5,25.7,25.8,26.2,0.437,0.43,0.419,0.451,lh,23.2,78.0,21.4,27.9,1009.5,1011.2,0.0,43.0,2.0,9.0,12.0,0.0,0.0,0.0,0.0,5.2,6.8,66.0,66.0,9.0,0.0,0.22,23.6,24.8,25.8,26.1,0.425,0.426,0.417,0.45,lh,1,True,2018
2018-01-14,28.2,23.4,32.8,26.9,2018-01-14T06:43,2018-01-14T18:37,12.24,0.8,0.0,10.6,23.8,2.52,5,lh,26.5,92.0,22.7,32.8,1013.5,1015.2,0.0,100.0,72.0,99.0,100.0,624.0,261.0,363.0,341.3,10.6,14.9,162.0,165.0,23.8,0.44,0.74,27.0,25.4,25.7,26.1,0.435,0.428,0.416,0.45,lh,23.1,78.0,21.5,26.9,1009.4,1011.1,0.0,65.0,0.0,44.0,32.0,0.0,0.0,0.0,0.0,3.1,4.4,96.0,98.0,11.2,0.0,0.22,23.6,24.8,25.7,26.1,0.425,0.425,0.414,0.449,lh,1,True,2018
2018-01-15,29.2,23.7,34.4,26.6,2018-01-15T06:44,2018-01-15T18:37,19.43,0.1,0.0,12.7,25.2,4.03,5,lh,28.4,95.0,23.6,34.4,1012.4,1014.1,0.0,89.0,61.0,99.0,100.0,771.0,528.0,268.0,637.7,12.7,16.1,360.0,329.0,25.2,0.56,1.3,28.4,25.9,25.7,26.1,0.447,0.425,0.414,0.449,lh,23.3,66.0,21.0,26.6,1007.7,1009.4,0.0,20.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,1.8,3.0,45.0,7.0,5.8,0.0,0.14,23.6,24.7,25.6,26.1,0.409,0.417,0.411,0.449,lh,1,True,2018
2018-01-16,28.2,22.9,32.9,27.2,2018-01-16T06:44,2018-01-16T18:37,12.92,10.3,0.0,8.9,22.7,2.67,5,lh,27.5,97.0,23.2,32.9,1011.5,1013.2,0.0,89.0,30.0,100.0,97.0,606.0,392.0,214.0,409.2,8.9,12.3,360.0,285.0,22.7,0.44,0.89,27.8,25.7,25.7,26.1,0.459,0.452,0.418,0.449,lh,22.2,76.0,21.0,27.2,1007.1,1008.8,0.0,45.0,0.0,26.0,17.0,0.0,0.0,0.0,0.0,0.7,0.8,36.0,18.0,5.0,0.0,0.09,23.6,24.9,25.6,26.1,0.419,0.425,0.411,0.448,lh,1,True,2018
2018-01-17,29.7,24.0,35.7,28.3,2018-01-17T06:44,2018-01-17T18:38,19.77,1.1,0.0,7.7,20.9,3.98,5,lh,28.5,95.0,23.6,35.7,1010.6,1012.3,0.0,84.0,23.0,69.0,99.0,792.0,630.0,206.0,693.2,7.7,9.3,326.0,360.0,20.9,0.57,1.05,28.7,26.2,25.7,26.1,0.443,0.435,0.418,0.448,lh,22.6,73.0,21.6,28.3,1005.6,1007.3,0.0,31.0,1.0,0.0,29.0,0.0,0.0,0.0,0.0,1.1,1.4,18.0,40.0,7.6,0.0,0.14,23.3,24.9,25.6,26.1,0.419,0.427,0.417,0.448,lh,1,True,2018
2018-01-18,29.4,24.3,36.0,29.1,2018-01-18T06:44,2018-01-18T18:38,18.85,5.9,0.0,8.7,24.8,3.78,5,lh,28.6,98.0,24.8,36.0,1010.9,1012.6,0.0,100.0,89.0,93.0,100.0,830.0,612.0,252.0,667.6,8.7,10.5,300.0,344.0,24.8,0.6,1.05,28.9,26.3,25.7,26.1,0.459,0.437,0.417,0.448,lh,22.3,73.0,21.9,29.1,1007.4,1009.1,0.0,46.0,0.0,3.0,72.0,0.0,0.0,0.0,0.0,1.1,1.1,38.0,6.0,4.0,0.0,0.06,23.5,25.1,25.6,26.1,0.426,0.427,0.416,0.447,lh,1,True,2018
2018-01-19,29.4,23.7,35.6,28.4,2018-01-19T06:45,2018-01-19T18:39,18.48,0.7,0.0,7.6,20.5,3.65,5,lh,27.7,99.0,24.3,35.6,1011.6,1013.3,0.0,100.0,70.0,78.0,100.0,798.0,559.0,240.0,566.2,7.6,8.9,360.0,360.0,20.5,0.57,0.67,28.5,26.5,25.7,26.1,0.439,0.437,0.417,0.447,lh,22.8,82.0,22.6,28.4,1007.1,1008.8,0.0,27.0,0.0,2.0,68.0,0.0,0.0,0.0,0.0,0.0,0.4,11.0,9.0,6.1,0.0,0.03,24.1,25.2,25.7,26.1,0.427,0.429,0.416,0.447,lh,1,True,2018
2018-01-20,29.4,23.5,35.5,27.9,2018-01-20T06:45,2018-01-20T18:39,18.99,5.9,0.0,11.7,25.6,3.78,5,lh,28.5,97.0,23.7,35.5,1010.6,1012.3,0.0,100.0,79.0,47.0,100.0,842.0,667.0,198.0,720.5,11.7,14.5,352.0,360.0,25.6,0.6,1.08,28.9,26.3,25.8,26.1,0.431,0.429,0.416,0.447,lh,22.5,72.0,21.7,27.9,1006.8,1008.5,0.0,37.0,2.0,2.0,87.0,0.0,0.0,0.0,0.0,0.7,0.4,20.0,22.0,6.1,0.0,0.07,23.6,25.2,25.7,26.1,0.42,0.422,0.414,0.446,lh,1,True,2018
2018-01-21,29.4,23.7,36.8,28.4,2018-01-21T06:45,2018-01-21T18:39,16.42,7.4,0.0,9.8,22.0,3.33,5,lh,27.2,98.0,25.6,36.8,1010.7,1012.4,0.0,100.0,65.0,76.0,100.0,810.0,611.0,302.0,694.5,9.8,15.6,360.0,360.0,22.0,0.58,0.57,27.9,26.0,25.8,26.1,0.461,0.445,0.414,0.446,lh,22.7,84.0,22.2,28.4,1006.7,1008.4,0.0,57.0,0.0,27.0,70.0,0.0,0.0,0.0,0.0,1.6,2.4,8.0,6.0,5.4,0.0,0.07,23.9,25.2,25.7,26.1,0.426,0.423,0.413,0.446,lh,1,True,2018
2018-01-22,28.4,23.6,33.3,27.9,2018-01-22T06:45,2018-01-22T18:40,11.77,7.2,0.0,8.4,19.1,2.45,5,lh,26.4,98.0,23.8,33.3,1010.5,1012.2,0.0,100.0,74.0,87.0,100.0,512.0,225.0,298.0,304.9,8.4,13.7,347.0,349.0,19.1,0.37,0.57,26.7,25.7,25.8,26.1,0.461,0.455,0.422,0.446,lh,22.7,83.0,22.3,27.9,1005.4,1007.1,0.0,35.0,1.0,3.0,94.0,0.0,0.0,0.0,0.0,4.0,4.7,243.0,248.0,7.2,0.0,0.04,24.0,25.1,25.7,26.1,0.414,0.438,0.414,0.445,lh,1,True,2018
2018-01-23,30.3,23.7,36.7,27.9,2018-01-23T06:45,2018-01-23T18:40,16.92,4.5,0.0,10.7,25.9,3.49,5,lh,27.9,99.0,25.1,36.7,1010.4,1012.1,0.0,100.0,72.0,63.0,100.0,744.0,447.0,364.0,486.6,10.7,13.6,349.0,351.0,25.9,0.54,0.61,28.1,25.9,25.7,26.1,0.461,0.45,0.424,0.445,lh,22.7,83.0,22.1,27.9,1006.4,1008.1,0.0,38.0,4.0,2.0,90.0,0.0,0.0,0.0,0.0,3.7,5.0,241.0,259.0,7.6,0.0,0.03,23.7,24.8,25.7,26.1,0.429,0.435,0.422,0.445,lh,1,True,2018
2018-01-24,29.9,23.8,36.2,28.5,2018-01-24T06:46,2018-01-24T18:40,17.47,1.3,0.0,10.7,22.3,3.58,5,lh,27.9,98.0,24.5,36.2,1009.9,1011.6,0.0,97.0,52.0,82.0,100.0,763.0,519.0,263.0,569.9,10.7,13.9,360.0,360.0,22.3,0.55,0.82,28.3,26.2,25.7,26.1,0.437,0.445,0.425,0.445,lh,22.5,78.0,22.1,28.5,1004.7,1006.4,0.0,47.0,6.0,8.0,76.0,0.0,0.0,0.0,0.0,2.9,3.9,243.0,270.0,7.2,0.0,0.04,23.8,25.0,25.7,26.1,0.43,0.435,0.424,0.445,lh,1,True,2018
2018-01-25,30.2,23.9,36.3,28.4,2018-01-25T06:46,2018-01-25T18:41,18.9,2.4,0.0,8.2,20.2,3.84,5,lh,29.0,99.0,24.6,36.3,1009.0,1010.7,0.0,83.0,32.0,54.0,100.0,787.0,581.0,313.0,683.4,8.2,10.7,360.0,360.0,20.2,0.58,1.14,29.2,26.5,25.7,26.1,0.457,0.445,0.424,0.445,lh,22.4,72.0,21.7,28.4,1004.4,1006.1,0.0,7.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,1.6,1.8,11.0,4.0,4.7,0.0,0.03,23.6,25.2,25.7,26.1,0.428,0.435,0.423,0.444,lh,1,True,2018
2018-01-26,29.0,24.5,35.2,29.8,2018-01-26T06:46,2018-01-26T18:41,13.64,4.0,0.0,10.3,23.4,2.79,5,lh,27.7,98.0,23.9,35.2,1009.5,1011.2,0.0,100.0,33.0,100.0,100.0,622.0,315.0,318.0,355.2,10.3,12.9,270.0,306.0,23.4,0.45,0.9,28.1,26.2,25.8,26.1,0.428,0.441,0.424,0.444,lh,23.0,76.0,22.6,29.8,1006.0,1007.7,0.0,35.0,0.0,2.0,41.0,0.0,0.0,0.0,0.0,0.4,0.8,27.0,22.0,5.4,0.0,0.07,24.0,25.4,25.7,26.0,0.424,0.431,0.423,0.444,lh,1,True,2018
2018-01-27,30.5,24.3,37.8,29.2,2018-01-27T06:46,2018-01-27T18:41,16.54,4.2,0.0,5.6,15.5,3.44,5,lh,28.2,98.0,24.6,37.8,1009.9,1011.6,0.0,94.0,26.0,98.0,100.0,777.0,527.0,324.0,496.6,5.6,8.4,346.0,349.0,15.5,0.58,0.86,28.7,26.5,25.8,26.0,0.461,0.447,0.423,0.444,lh,23.2,78.0,22.9,29.2,1005.9,1007.6,0.0,33.0,0.0,5.0,98.0,0.0,0.0,0.0,0.0,1.1,1.5,14.0,17.0,5.4,0.0,0.05,24.2,25.4,25.8,26.0,0.426,0.43,0.422,0.444,lh,1,True,2018
2018-01-28,29.2,23.7,35.1,28.3,2018-01-28T06:46,2018-01-28T18:42,14.59,9.0,0.0,9.8,18.0,2.98,5,lh,27.4,99.0,24.6,35.1,1011.7,1013.4,0.0,100.0,84.0,84.0,100.0,620.0,295.0,332.0,373.6,9.8,14.3,343.0,344.0,18.0,0.45,0.57,27.7,26.0,25.8,26.0,0.461,0.456,0.429,0.444,lh,22.9,84.0,22.5,28.3,1006.7,1008.4,0.0,45.0,0.0,7.0,95.0,0.0,0.0,0.0,0.0,2.7,4.7,255.0,263.0,6.5,0.0,0.03,24.1,25.3,25.8,26.0,0.41,0.44,0.423,0.443,lh,1,True,2018
2018-01-29,29.2,23.8,36.5,28.6,2018-01-29T06:46,2018-01-29T18:42,15.54,0.7,0.0,9.4,19.1,3.2,5,lh,27.9,98.0,24.2,36.5,1013.2,1014.9,0.0,100.0,42.0,98.0,100.0,625.0,310.0,375.0,385.6,9.4,12.2,360.0,353.0,19.1,0.46,0.78,28.0,26.2,25.8,26.0,0.417,0.441,0.43,0.443,lh,22.6,79.0,22.2,28.6,1007.8,1009.5,0.0,36.0,0.0,3.0,75.0,0.0,0.0,0.0,0.0,0.4,1.1,51.0,50.0,6.5,0.0,0.04,23.7,25.1,25.8,26.0,0.412,0.428,0.429,0.443,lh,1,True,2018
2018-01-30,30.1,23.9,37.0,28.9,2018-01-30T06:46,2018-01-30T18:42,19.81,0.5,0.0,9.1,20.9,4.03,5,lh,28.8,96.0,24.6,37.0,1012.4,1014.1,0.0,69.0,25.0,49.0,100.0,870.0,657.0,365.0,716.8,9.1,12.2,338.0,328.0,20.9,0.63,1.0,29.2,26.7,25.8,26.0,0.42,0.428,0.429,0.443,lh,23.3,75.0,22.4,28.9,1007.7,1009.4,0.0,33.0,0.0,2.0,73.0,0.0,0.0,0.0,0.0,2.1,2.3,9.0,7.0,7.2,0.0,0.11,23.7,25.2,25.8,26.0,0.409,0.419,0.427,0.443,lh,1,True,2018
2018-01-31,30.2,24.7,36.6,29.2,2018-01-31T06:46,2018-01-31T18:42,18.81,3.3,0.0,9.7,23.8,3.85,5,lh,28.6,98.0,25.4,36.6,1012.8,1014.5,0.0,86.0,45.0,97.0,100.0,801.0,619.0,250.0,639.7,9.7,11.9,360.0,354.0,23.8,0.59,0.93,29.2,26.8,25.9,26.0,0.432,0.42,0.427,0.443,lh,24.0,76.0,23.1,29.2,1008.1,1009.8,0.0,39.0,0.0,6.0,71.0,0.0,0.0,0.0,0.0,0.7,1.0,2.0,3.0,7.9,0.0,0.07,24.5,25.6,25.8,26.0,0.411,0.414,0.424,0.443,lh,1,True,2018
2018-02-01,29.7,23.8,36.9,28.0,2018-02-01T06:46,2018-02-01T18:43,19.11,0.6,0.0,9.8,25.6,3.78,5,lh,27.8,99.0,25.6,36.9,1013.6,1015.3,0.0,100.0,88.0,68.0,99.0,724.0,535.0,243.0,601.8,9.8,12.3,352.0,353.0,25.6,0.51,0.47,28.9,26.8,25.9,26.0,0.429,0.419,0.424,0.443,lh,22.3,87.0,22.1,28.0,1008.5,1010.2,0.0,24.0,2.0,3.0,21.0,0.0,0.0,0.0,0.0,2.9,4.6,2.0,2.0,4.3,0.0,0.02,24.0,25.6,25.9,26.0,0.421,0.417,0.422,0.442,lh,2,True,2018
2018-02-02,30.1,23.8,36.6,28.3,2018-02-02T06:46,2018-02-02T18:43,20.65,1.9,0.0,11.1,24.5,4.16,5,lh,28.8,97.0,24.4,36.6,1013.0,1014.7,0.0,71.0,51.0,21.0,95.0,832.0,689.0,188.0,707.8,11.1,13.5,243.0,315.0,24.5,0.6,1.02,29.1,26.7,26.0,26.0,0.42,0.417,0.422,0.442,lh,22.9,74.0,22.1,28.3,1007.9,1009.6,0.0,19.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.4,0.5,65.0,27.0,6.1,0.0,0.09,23.7,25.5,25.9,26.0,0.411,0.411,0.42,0.442,lh,2,True,2018
2018-02-03,29.8,24.5,34.8,28.9,2018-02-03T06:46,2018-02-03T18:43,17.25,1.9,0.0,14.1,28.8,3.67,5,lh,28.5,97.0,23.8,34.8,1013.2,1014.9,0.0,84.0,70.0,49.0,97.0,690.0,523.0,276.0,584.5,14.1,18.0,156.0,153.0,28.8,0.51,1.04,28.7,26.7,26.0,26.0,0.412,0.411,0.42,0.442,lh,23.5,73.0,22.9,28.9,1008.2,1009.9,0.0,12.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,6.2,10.9,99.0,99.0,13.0,0.0,0.08,24.6,25.7,26.0,26.0,0.401,0.404,0.417,0.442,lh,2,True,2018
2018-02-04,30.1,23.6,36.3,27.8,2018-02-04T06:46,2018-02-04T18:43,20.02,0.3,0.0,13.8,30.2,4.08,5,lh,28.1,93.0,24.8,36.3,1013.4,1015.1,0.0,81.0,74.0,45.0,27.0,792.0,588.0,215.0,635.1,13.8,17.3,159.0,165.0,30.2,0.56,0.99,29.0,26.8,26.1,26.0,0.402,0.404,0.417,0.442,lh,23.8,74.0,22.5,27.8,1009.0,1010.7,0.0,7.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,84.0,84.0,10.1,0.0,0.21,24.6,25.8,26.0,26.0,0.393,0.398,0.414,0.441,lh,2,True,2018
