time,temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),sunrise (iso8601),sunset (iso8601),shortwave_radiation_sum (MJ/m²),rain_sum (mm),snowfall_sum (cm),windspeed_10m_max (km/h),windgusts_10m_max (km/h),et0_fao_evapotranspiration (mm),elevation,city,temperature_2m (°C)_max,relativehumidity_2m (%)_max,dewpoint_2m (°C)_max,apparent_temperature (°C)_max,pressure_msl (hPa)_max,surface_pressure (hPa)_max,snowfall (cm)_max,cloudcover (%)_max,cloudcover_low (%)_max,cloudcover_mid (%)_max,cloudcover_high (%)_max,shortwave_radiation (W/m²)_max,direct_radiation (W/m²)_max,diffuse_radiation (W/m²)_max,direct_normal_irradiance (W/m²)_max,windspeed_10m (km/h)_max,windspeed_100m (km/h)_max,winddirection_10m (°)_max,winddirection_100m (°)_max,windgusts_10m (km/h)_max,et0_fao_evapotranspiration (mm)_max,vapor_pressure_deficit (kPa)_max,soil_temperature_0_to_7cm (°C)_max,soil_temperature_7_to_28cm (°C)_max,soil_temperature_28_to_100cm (°C)_max,soil_temperature_100_to_255cm (°C)_max,soil_moisture_0_to_7cm (m³/m³)_max,soil_moisture_7_to_28cm (m³/m³)_max,soil_moisture_28_to_100cm (m³/m³)_max,soil_moisture_100_to_255cm (m³/m³)_max,city_max,temperature_2m (°C)_min,relativehumidity_2m (%)_min,dewpoint_2m (°C)_min,apparent_temperature (°C)_min,pressure_msl (hPa)_min,surface_pressure (hPa)_min,snowfall (cm)_min,cloudcover (%)_min,cloudcover_low (%)_min,cloudcover_mid (%)_min,cloudcover_high (%)_min,shortwave_radiation (W/m²)_min,direct_radiation (W/m²)_min,diffuse_radiation (W/m²)_min,direct_normal_irradiance (W/m²)_min,windspeed_10m (km/h)_min,windspeed_100m (km/h)_min,winddirection_10m (°)_min,winddirection_100m (°)_min,windgusts_10m (km/h)_min,et0_fao_evapotranspiration (mm)_min,vapor_pressure_deficit (kPa)_min,soil_temperature_0_to_7cm (°C)_min,soil_temperature_7_to_28cm (°C)_min,soil_temperature_28_to_100cm (°C)_min,soil_temperature_100_to_255cm (°C)_min,soil_moisture_0_to_7cm (m³/m³)_min,soil_moisture_7_to_28cm (m³/m³)_min,soil_moisture_28_to_100cm (m³/m³)_min,soil_moisture_100_to_255cm (m³/m³)_min,city_min,month,rainy,year
2018-01-11,28.6,24.8,34.4,30.0,2018-01-11T05:14,2018-01-11T17:27,15.02,8.8,0.0,5.6,20.5,3.04,58,p,28.6,94.0,24.8,34.4,1011.4,1010.9,0.0,100.0,58.0,98.0,100.0,740.0,504.0,334.0,412.9,5.6,8.7,338.0,345.0,20.5,0.53,1.04,29.0,27.4,27.0,27.1,0.404,0.413,0.402,0.399,p,24.8,73.0,23.0,30.0,1007.2,1006.7,0.0,56.0,0.0,32.0,95.0,0.0,0.0,0.0,0.0,1.8,1.8,158.0,162.0,6.8,0.0,0.17,26.2,26.6,27.0,27.1,0.393,0.401,0.393,0.399,p,1,True,2018
2018-01-12,28.2,24.6,33.3,29.7,2018-01-12T05:14,2018-01-12T17:27,9.71,3.8,0.0,8.2,29.2,2.16,58,p,28.2,94.0,24.3,33.3,1011.6,1011.1,0.0,100.0,18.0,100.0,100.0,494.0,116.0,381.0,134.1,8.2,11.6,312.0,300.0,29.2,0.36,0.9,27.7,26.9,27.0,27.1,0.402,0.402,0.402,0.4,p,24.6,76.0,23.2,29.7,1006.9,1006.4,0.0,67.0,0.0,62.0,97.0,0.0,0.0,0.0,0.0,2.5,5.0,216.0,219.0,6.5,0.0,0.2,25.7,26.5,26.9,27.1,0.389,0.393,0.4,0.399,p,1,True,2018
2018-01-13,30.0,24.6,34.3,28.7,2018-01-13T05:14,2018-01-13T17:28,16.8,3.8,0.0,10.7,28.1,3.51,58,p,30.0,93.0,24.6,34.3,1010.8,1010.3,0.0,96.0,20.0,99.0,100.0,619.0,320.0,395.0,417.5,10.7,17.8,351.0,351.0,28.1,0.48,1.55,29.0,27.3,26.9,27.1,0.403,0.392,0.4,0.4,p,24.6,63.0,21.8,28.7,1006.5,1006.0,0.0,45.0,0.0,19.0,100.0,0.0,0.0,0.0,0.0,1.8,2.2,125.0,133.0,7.6,0.0,0.24,25.2,26.2,26.9,27.1,0.372,0.383,0.396,0.399,p,1,True,2018
2018-01-14,30.2,24.6,35.0,29.4,2018-01-14T05:15,2018-01-14T17:28,15.69,10.7,0.0,10.9,40.0,3.3,58,p,30.2,91.0,23.7,35.0,1011.5,1011.0,0.0,100.0,31.0,100.0,100.0,639.0,310.0,335.0,374.7,10.9,17.1,261.0,240.0,40.0,0.46,1.36,28.9,27.4,26.9,27.1,0.404,0.398,0.396,0.399,p,24.6,68.0,22.6,29.4,1007.0,1006.5,0.0,43.0,2.0,17.0,57.0,0.0,0.0,0.0,0.0,2.1,2.9,176.0,177.0,8.3,0.0,0.28,25.4,26.5,26.9,27.1,0.372,0.381,0.392,0.399,p,1,True,2018
2018-01-15,31.7,24.7,36.8,29.9,2018-01-15T05:15,2018-01-15T17:28,18.37,2.3,0.0,10.8,24.1,4.08,58,p,31.7,93.0,24.3,36.8,1009.9,1009.4,0.0,92.0,34.0,100.0,100.0,829.0,565.0,298.0,605.5,10.8,17.7,285.0,263.0,24.1,0.64,2.11,29.7,27.6,27.0,27.1,0.404,0.403,0.394,0.399,p,24.7,55.0,21.6,29.9,1005.6,1005.1,0.0,45.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,1.5,3.4,183.0,194.0,4.0,0.0,0.22,26.0,26.4,26.9,27.1,0.379,0.388,0.392,0.399,p,1,True,2018
2018-01-16,29.2,25.3,35.0,30.6,2018-01-16T05:16,2018-01-16T17:29,8.67,0.0,0.0,10.8,16.6,1.99,58,p,29.2,89.0,24.4,35.0,1009.3,1008.8,0.0,89.0,21.0,100.0,100.0,416.0,68.0,359.0,77.4,10.8,18.2,315.0,299.0,16.6,0.32,1.05,28.2,27.1,27.0,27.1,0.384,0.388,0.392,0.399,p,25.3,74.0,22.9,30.6,1005.7,1005.2,0.0,41.0,0.0,16.0,89.0,0.0,0.0,0.0,0.0,1.6,2.3,122.0,137.0,7.2,0.0,0.35,24.8,26.4,26.9,27.1,0.372,0.38,0.389,0.399,p,1,True,2018
2018-01-17,30.6,24.7,36.1,29.3,2018-01-17T05:16,2018-01-17T17:29,20.21,1.7,0.0,10.2,25.2,4.32,58,p,30.6,91.0,25.1,36.1,1008.9,1008.4,0.0,72.0,39.0,56.0,100.0,776.0,574.0,312.0,684.8,10.2,16.8,231.0,233.0,25.2,0.56,1.55,29.3,27.5,26.9,27.1,0.386,0.381,0.389,0.399,p,24.7,65.0,22.6,29.3,1004.6,1004.1,0.0,34.0,2.0,2.0,95.0,0.0,0.0,0.0,0.0,3.8,5.9,128.0,130.0,13.3,0.0,0.27,25.0,26.0,26.9,27.1,0.361,0.373,0.386,0.398,p,1,True,2018
2018-01-18,27.9,24.5,35.6,29.4,2018-01-18T05:16,2018-01-18T17:29,16.86,21.1,0.0,7.6,25.9,3.39,58,p,27.9,94.0,24.7,35.6,1009.6,1009.1,0.0,100.0,97.0,99.0,100.0,822.0,544.0,373.0,552.5,7.6,13.7,360.0,355.0,25.9,0.59,0.72,29.6,27.5,26.9,27.1,0.404,0.401,0.389,0.398,p,24.5,81.0,23.0,29.4,1005.3,1004.8,0.0,30.0,0.0,1.0,79.0,0.0,0.0,0.0,0.0,0.7,1.0,9.0,7.0,7.6,0.0,0.19,25.8,26.6,26.9,27.1,0.379,0.374,0.385,0.398,p,1,True,2018
2018-01-19,29.6,24.5,36.4,29.6,2018-01-19T05:17,2018-01-19T17:30,16.17,9.8,0.0,8.2,25.2,3.24,58,p,29.6,96.0,25.0,36.4,1009.9,1009.4,0.0,100.0,96.0,85.0,100.0,731.0,527.0,347.0,467.7,8.2,13.6,288.0,284.0,25.2,0.53,1.03,29.2,27.5,27.0,27.1,0.405,0.408,0.394,0.398,p,24.5,75.0,23.4,29.6,1005.4,1004.9,0.0,44.0,1.0,1.0,81.0,0.0,0.0,0.0,0.0,1.1,1.4,175.0,171.0,5.0,0.0,0.13,25.9,26.7,26.9,27.1,0.395,0.398,0.389,0.397,p,1,True,2018
2018-01-20,29.2,24.3,34.6,29.1,2018-01-20T05:17,2018-01-20T17:30,14.64,1.3,0.0,8.6,40.0,3.08,58,p,29.2,96.0,24.5,34.6,1010.0,1009.5,0.0,96.0,18.0,100.0,100.0,732.0,295.0,437.0,353.5,8.6,14.0,323.0,327.0,40.0,0.53,1.35,29.0,27.3,27.0,27.1,0.397,0.4,0.395,0.397,p,24.3,67.0,22.4,29.1,1005.9,1005.4,0.0,42.0,0.0,8.0,93.0,0.0,0.0,0.0,0.0,1.8,2.6,191.0,214.0,7.6,0.0,0.13,25.7,26.5,26.9,27.0,0.38,0.386,0.393,0.397,p,1,True,2018
2018-01-21,30.9,25.0,39.1,29.8,2018-01-21T05:17,2018-01-21T17:30,19.99,8.2,0.0,8.6,29.2,4.16,58,p,30.9,96.0,25.3,39.1,1008.7,1008.2,0.0,92.0,44.0,99.0,100.0,848.0,712.0,308.0,788.1,8.6,14.1,360.0,353.0,29.2,0.63,1.35,30.1,27.9,27.0,27.1,0.404,0.396,0.393,0.397,p,25.0,70.0,22.7,29.8,1004.0,1003.5,0.0,52.0,0.0,19.0,88.0,0.0,0.0,0.0,0.0,1.6,2.0,5.0,4.0,9.0,0.0,0.13,25.2,26.3,26.9,27.0,0.366,0.374,0.385,0.397,p,1,True,2018
2018-01-22,30.0,24.4,38.3,29.3,2018-01-22T05:17,2018-01-22T17:30,21.02,5.1,0.0,9.4,30.2,4.31,58,p,30.0,94.0,27.0,38.3,1008.7,1008.2,0.0,100.0,26.0,99.0,100.0,887.0,752.0,227.0,826.7,9.4,15.9,357.0,360.0,30.2,0.65,1.29,30.7,28.1,27.1,27.1,0.404,0.399,0.387,0.397,p,24.4,70.0,23.3,29.3,1003.5,1003.0,0.0,45.0,0.0,10.0,97.0,0.0,0.0,0.0,0.0,1.9,2.9,3.0,9.0,12.2,0.0,0.17,25.4,26.8,27.0,27.1,0.383,0.39,0.386,0.397,p,1,True,2018
2018-01-23,30.8,25.0,37.9,29.2,2018-01-23T05:18,2018-01-23T17:31,19.68,14.2,0.0,10.8,29.9,4.06,58,p,30.8,95.0,25.8,37.9,1008.9,1008.4,0.0,74.0,32.0,52.0,100.0,773.0,556.0,308.0,687.5,10.8,17.3,333.0,330.0,29.9,0.56,1.31,30.1,28.2,27.2,27.1,0.405,0.397,0.387,0.397,p,25.0,70.0,23.5,29.2,1003.5,1003.0,0.0,38.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,1.8,3.3,4.0,5.0,9.7,0.0,0.16,25.8,27.1,27.1,27.1,0.387,0.385,0.38,0.396,p,1,True,2018
2018-01-24,30.1,24.2,37.9,29.2,2018-01-24T05:18,2018-01-24T17:31,17.12,23.4,0.0,7.6,28.1,3.52,58,p,30.1,93.0,25.7,37.9,1009.0,1008.5,0.0,100.0,92.0,100.0,100.0,721.0,526.0,334.0,540.5,7.6,11.5,360.0,354.0,28.1,0.54,1.04,30.0,27.9,27.2,27.1,0.409,0.404,0.394,0.396,p,24.2,75.0,22.8,29.2,1003.3,1002.8,0.0,35.0,0.0,4.0,66.0,0.0,0.0,0.0,0.0,0.0,0.4,8.0,11.0,6.5,0.0,0.2,25.7,27.0,27.2,27.1,0.397,0.397,0.381,0.396,p,1,True,2018
2018-01-25,31.4,25.5,40.2,31.6,2018-01-25T05:18,2018-01-25T17:31,19.28,19.1,0.0,7.8,27.4,4.01,58,p,31.4,94.0,26.6,40.2,1008.3,1007.8,0.0,96.0,35.0,96.0,100.0,915.0,776.0,251.0,762.5,7.8,11.6,339.0,352.0,27.4,0.69,1.26,30.6,28.1,27.3,27.1,0.407,0.405,0.399,0.396,p,25.5,73.0,23.5,31.6,1003.3,1002.8,0.0,34.0,2.0,14.0,18.0,0.0,0.0,0.0,0.0,1.1,2.2,38.0,43.0,6.5,0.0,0.18,26.5,27.0,27.2,27.1,0.395,0.398,0.394,0.396,p,1,True,2018
2018-01-26,29.1,24.9,36.5,29.8,2018-01-26T05:19,2018-01-26T17:31,17.56,5.4,0.0,9.4,20.5,3.54,58,p,29.1,97.0,25.5,36.5,1009.1,1008.6,0.0,100.0,88.0,100.0,100.0,844.0,664.0,265.0,664.0,9.4,15.2,360.0,356.0,20.5,0.58,0.92,30.5,28.1,27.3,27.1,0.404,0.404,0.4,0.397,p,24.9,77.0,23.6,29.8,1004.5,1004.0,0.0,45.0,0.0,29.0,89.0,0.0,0.0,0.0,0.0,1.0,2.6,6.0,6.0,6.5,0.0,0.09,25.8,27.2,27.3,27.1,0.384,0.389,0.396,0.396,p,1,True,2018
2018-01-27,31.7,25.5,39.1,30.4,2018-01-27T05:19,2018-01-27T17:31,20.64,10.7,0.0,10.8,32.4,4.21,58,p,31.7,94.0,26.5,39.1,1008.3,1007.8,0.0,84.0,31.0,93.0,100.0,855.0,687.0,178.0,714.1,10.8,16.6,349.0,346.0,32.4,0.62,1.77,31.1,28.4,27.3,27.1,0.404,0.395,0.397,0.396,p,25.5,62.0,23.5,30.4,1003.4,1002.9,0.0,35.0,0.0,5.0,37.0,0.0,0.0,0.0,0.0,2.6,3.1,6.0,6.0,9.4,0.0,0.18,25.9,27.0,27.3,27.1,0.378,0.378,0.395,0.396,p,1,True,2018
2018-01-28,31.2,24.6,37.5,29.4,2018-01-28T05:19,2018-01-28T17:32,16.69,2.4,0.0,11.6,30.2,3.58,58,p,31.2,98.0,26.4,37.5,1009.1,1008.6,0.0,70.0,24.0,60.0,100.0,643.0,322.0,418.0,319.3,11.6,18.4,358.0,358.0,30.2,0.49,1.54,30.2,28.2,27.4,27.1,0.397,0.4,0.401,0.396,p,24.6,66.0,23.9,29.4,1004.4,1003.9,0.0,33.0,0.0,2.0,95.0,0.0,0.0,0.0,0.0,0.5,1.1,3.0,4.0,9.0,0.0,0.07,26.2,27.3,27.4,27.1,0.388,0.393,0.395,0.396,p,1,True,2018
2018-01-29,32.8,25.8,39.8,30.9,2018-01-29T05:19,2018-01-29T17:32,22.96,4.4,0.0,11.3,25.9,4.88,58,p,32.8,93.0,26.5,39.8,1010.2,1009.7,0.0,65.0,20.0,57.0,100.0,903.0,785.0,184.0,822.6,11.3,18.3,356.0,350.0,25.9,0.69,2.02,31.4,28.8,27.5,27.1,0.398,0.393,0.399,0.397,p,25.8,59.0,23.5,30.9,1004.3,1003.9,0.0,30.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,2.5,3.8,7.0,3.0,8.6,0.0,0.23,26.4,27.2,27.4,27.1,0.366,0.38,0.395,0.396,p,1,True,2018
2018-01-30,31.6,25.2,36.8,30.6,2018-01-30T05:19,2018-01-30T17:32,20.12,2.0,0.0,9.4,35.3,4.26,58,p,31.6,97.0,25.7,36.8,1010.4,1009.9,0.0,95.0,25.0,90.0,100.0,834.0,620.0,243.0,618.0,9.4,13.8,352.0,344.0,35.3,0.61,1.97,30.8,28.6,27.5,27.1,0.396,0.389,0.395,0.397,p,25.2,58.0,22.2,30.6,1005.9,1005.4,0.0,37.0,0.0,8.0,97.0,0.0,0.0,0.0,0.0,2.3,2.7,19.0,26.0,6.5,0.0,0.09,26.4,27.6,27.5,27.1,0.368,0.379,0.391,0.396,p,1,True,2018
2018-01-31,31.6,24.5,37.9,29.3,2018-01-31T05:20,2018-01-31T17:32,12.95,2.7,0.0,13.3,26.3,2.93,58,p,31.6,97.0,25.6,37.9,1010.9,1010.4,0.0,100.0,26.0,100.0,100.0,705.0,511.0,304.0,604.1,13.3,22.0,360.0,358.0,26.3,0.53,1.49,29.4,28.1,27.6,27.1,0.384,0.378,0.391,0.396,p,24.5,67.0,23.5,29.3,1005.9,1005.4,0.0,45.0,0.0,12.0,91.0,0.0,0.0,0.0,0.0,2.2,1.8,6.0,6.0,12.6,0.0,0.08,25.4,27.3,27.5,27.1,0.367,0.375,0.388,0.396,p,1,True,2018
2018-02-01,30.7,25.8,37.7,31.1,2018-02-01T05:20,2018-02-01T17:32,16.66,9.2,0.0,11.8,24.5,3.45,58,p,30.7,94.0,26.2,37.7,1010.8,1010.3,0.0,96.0,58.0,46.0,100.0,679.0,287.0,409.0,299.5,11.8,19.4,360.0,357.0,24.5,0.5,1.13,29.8,28.0,27.6,27.1,0.401,0.388,0.391,0.396,p,25.8,74.0,24.1,31.1,1007.3,1006.8,0.0,35.0,0.0,2.0,62.0,0.0,0.0,0.0,0.0,1.1,2.3,2.0,1.0,6.5,0.0,0.21,26.3,27.2,27.5,27.1,0.37,0.377,0.387,0.396,p,2,True,2018
2018-02-02,28.1,23.9,34.4,29.3,2018-02-02T05:20,2018-02-02T17:32,14.72,11.8,0.0,4.4,16.2,3.01,58,p,28.1,96.0,25.2,34.4,1011.9,1011.4,0.0,100.0,95.0,99.0,100.0,605.0,257.0,428.0,260.2,4.4,6.7,333.0,360.0,16.2,0.44,0.87,29.0,27.6,27.5,27.1,0.405,0.4,0.391,0.396,p,23.9,76.0,22.4,29.3,1007.7,1007.2,0.0,41.0,1.0,2.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,9.0,4.3,0.0,0.11,25.2,26.9,27.5,27.1,0.389,0.388,0.389,0.396,p,2,True,2018
2018-02-03,30.8,24.3,38.9,30.0,2018-02-03T05:20,2018-02-03T17:32,18.85,11.4,0.0,8.0,22.7,3.9,58,p,30.8,98.0,25.6,38.9,1011.9,1011.4,0.0,100.0,92.0,50.0,100.0,823.0,553.0,270.0,574.4,8.0,11.4,360.0,360.0,22.7,0.62,1.25,29.7,27.8,27.5,27.2,0.404,0.402,0.398,0.396,p,24.3,72.0,23.4,30.0,1007.1,1006.6,0.0,28.0,0.0,4.0,16.0,0.0,0.0,0.0,0.0,0.8,1.0,3.0,13.0,5.0,0.0,0.07,25.7,26.8,27.4,27.1,0.392,0.39,0.392,0.396,p,2,True,2018
2018-02-04,29.9,25.5,37.8,30.7,2018-02-04T05:20,2018-02-04T17:32,16.64,14.9,0.0,9.6,22.3,3.38,58,p,29.9,94.0,26.9,37.8,1012.8,1012.3,0.0,100.0,98.0,42.0,100.0,717.0,421.0,344.0,425.0,9.6,12.6,209.0,208.0,22.3,0.53,0.98,29.2,27.6,27.4,27.2,0.404,0.404,0.4,0.396,p,25.5,77.0,23.6,30.7,1008.0,1007.5,0.0,39.0,5.0,4.0,60.0,0.0,0.0,0.0,0.0,1.8,3.1,99.0,104.0,6.1,0.0,0.19,26.6,26.9,27.4,27.1,0.392,0.397,0.398,0.396,p,2,True,2018
