time,temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),sunrise (iso8601),sunset (iso8601),shortwave_radiation_sum (MJ/m²),rain_sum (mm),snowfall_sum (cm),windspeed_10m_max (km/h),windgusts_10m_max (km/h),winddirection_10m_dominant (°),et0_fao_evapotranspiration (mm),elevation,city
2018-02-10,17.5,10.7,19.0,10.3,2018-02-10T03:57,2018-02-10T16:14,14.03,16.6,0.0,4.0,28.4,329.0,2.57,2678,t
2018-02-11,18.2,11.7,19.3,11.7,2018-02-11T03:57,2018-02-11T16:14,10.29,31.1,0.0,5.2,30.2,207.0,1.96,2678,t
2018-02-12,17.9,11.3,19.4,11.3,2018-02-12T03:57,2018-02-12T16:14,12.53,16.5,0.0,6.1,29.5,228.0,2.24,2678,t
2018-02-13,17.5,11.4,19.0,11.5,2018-02-13T03:57,2018-02-13T16:14,10.4,21.4,0.0,4.4,29.2,316.0,1.95,2678,t
2018-02-14,16.0,11.5,19.2,11.0,2018-02-14T03:57,2018-02-14T16:14,17.64,22.6,0.0,4.2,34.9,350.0,3.12,2678,t
2018-02-15,17.4,10.4,18.1,10.1,2018-02-15T03:57,2018-02-15T16:14,8.38,33.5,0.0,4.5,25.2,211.0,1.63,2678,t
2018-02-16,17.7,10.5,20.7,10.0,2018-02-16T03:57,2018-02-16T16:13,15.87,16.2,0.0,6.0,41.4,186.0,2.81,2678,t
2018-02-17,17.3,10.3,18.3,9.6,2018-02-17T03:57,2018-02-17T16:13,14.43,15.5,0.0,7.2,35.3,174.0,2.53,2678,t
2018-02-18,16.3,10.5,16.3,10.2,2018-02-18T03:57,2018-02-18T16:13,10.52,5.8,0.0,5.0,25.2,179.0,1.99,2678,t
2018-02-19,17.9,10.3,19.8,10.1,2018-02-19T03:57,2018-02-19T16:13,18.02,27.9,0.0,6.5,36.7,159.0,3.23,2678,t
2018-02-20,17.7,10.8,20.4,10.7,2018-02-20T03:57,2018-02-20T16:13,19.14,29.1,0.0,6.3,34.2,179.0,3.42,2678,t
2018-02-21,18.7,9.7,20.4,9.4,2018-02-21T03:57,2018-02-21T16:12,14.62,18.5,0.0,5.6,39.2,201.0,2.74,2678,t
2018-02-22,16.6,9.2,17.5,8.8,2018-02-22T03:57,2018-02-22T16:12,16.28,18.5,0.0,5.8,37.1,178.0,2.84,2678,t
2018-02-23,19.0,9.1,21.7,8.5,2018-02-23T03:57,2018-02-23T16:12,18.91,17.6,0.0,5.9,37.4,171.0,3.33,2678,t
2018-02-24,18.0,10.1,20.7,9.6,2018-02-24T03:57,2018-02-24T16:12,18.78,12.0,0.0,4.3,33.1,50.0,3.43,2678,t
2018-02-25,17.9,9.8,19.7,9.3,2018-02-25T03:57,2018-02-25T16:11,13.36,12.4,0.0,4.3,31.7,66.0,2.48,2678,t
2018-02-26,17.7,9.7,19.5,9.2,2018-02-26T03:57,2018-02-26T16:11,15.11,29.1,0.0,4.9,32.8,162.0,2.73,2678,t
2018-02-27,18.0,10.6,19.6,10.2,2018-02-27T03:57,2018-02-27T16:11,11.48,22.9,0.0,5.8,34.9,142.0,2.12,2678,t
2018-02-28,17.1,10.0,18.3,9.4,2018-02-28T03:57,2018-02-28T16:10,14.12,35.8,0.0,4.9,28.1,146.0,2.57,2678,t
2018-03-01,17.1,11.2,19.3,11.0,2018-03-01T03:57,2018-03-01T16:10,17.65,28.0,0.0,3.8,36.4,86.0,3.23,2678,t
2018-03-02,17.5,10.6,20.2,10.3,2018-03-02T03:57,2018-03-02T16:10,17.83,27.2,0.0,4.7,37.8,135.0,3.13,2678,t
2018-03-03,17.6,11.2,18.7,11.1,2018-03-03T03:57,2018-03-03T16:10,11.87,25.4,0.0,5.4,28.8,101.0,2.23,2678,t
2018-03-04,17.9,10.4,19.8,10.0,2018-03-04T03:57,2018-03-04T16:09,16.72,25.6,0.0,4.4,33.1,126.0,3.0,2678,t
2018-03-05,18.2,11.3,19.7,11.2,2018-03-05T03:57,2018-03-05T16:09,12.98,22.3,0.0,5.0,31.0,142.0,2.43,2678,t
2018-03-06,17.1,10.4,20.2,10.2,2018-03-06T03:56,2018-03-06T16:09,15.9,47.8,0.0,5.3,36.0,186.0,2.78,2678,t
2018-03-07,16.5,10.7,17.4,10.5,2018-03-07T03:56,2018-03-07T16:08,12.63,26.1,0.0,5.5,44.6,,2.29,2678,t
2018-03-08,17.3,11.2,18.2,10.9,2018-03-08T03:56,2018-03-08T16:08,17.84,24.7,0.0,9.7,42.1,219.0,3.04,2678,t
2018-03-09,18.0,11.4,20.8,10.9,2018-03-09T03:56,2018-03-09T16:07,19.82,18.2,0.0,8.1,41.4,208.0,3.33,2678,t
2018-03-10,16.4,10.8,15.9,10.4,2018-03-10T03:56,2018-03-10T16:07,11.53,8.1,0.0,6.7,36.4,202.0,2.1,2678,t
2018-03-11,17.1,10.2,17.7,9.8,2018-03-11T03:56,2018-03-11T16:07,11.91,4.9,0.0,5.7,24.8,178.0,2.18,2678,t
2018-03-12,17.5,10.2,18.7,9.8,2018-03-12T03:56,2018-03-12T16:06,13.27,29.0,0.0,5.0,31.3,193.0,2.43,2678,t
2018-03-13,19.5,12.3,22.2,12.4,2018-03-13T03:55,2018-03-13T16:06,15.92,17.5,0.0,6.0,41.4,300.0,2.87,2678,t
2018-03-14,18.0,11.8,19.7,11.7,2018-03-14T03:55,2018-03-14T16:06,10.19,12.5,0.0,4.6,29.5,329.0,1.93,2678,t
2018-03-15,17.2,11.0,18.5,11.1,2018-03-15T03:55,2018-03-15T16:05,8.25,12.3,0.0,5.6,25.9,269.0,1.6,2678,t
2018-03-16,16.4,10.4,16.3,10.2,2018-03-16T03:55,2018-03-16T16:05,14.77,5.3,0.0,7.1,31.0,208.0,2.59,2678,t
2018-03-17,17.9,9.9,20.4,9.2,2018-03-17T03:55,2018-03-17T16:04,17.25,17.8,0.0,7.9,40.3,184.0,2.94,2678,t
2018-03-18,17.8,9.7,18.9,9.0,2018-03-18T03:55,2018-03-18T16:04,15.75,5.6,0.0,8.2,37.8,182.0,2.71,2678,t
2018-03-19,16.5,9.6,16.5,8.6,2018-03-19T03:54,2018-03-19T16:04,11.75,7.8,0.0,7.2,30.2,191.0,2.07,2678,t
2018-03-20,17.6,11.0,18.2,10.4,2018-03-20T03:54,2018-03-20T16:03,12.97,17.8,0.0,5.1,30.6,318.0,2.44,2678,t
2018-03-21,18.3,11.1,18.9,10.4,2018-03-21T03:54,2018-03-21T16:03,13.93,3.3,0.0,7.4,44.6,343.0,2.66,2678,t
2018-03-22,19.2,11.6,19.1,11.0,2018-03-22T03:54,2018-03-22T16:02,18.84,1.7,0.0,9.7,50.4,317.0,3.4,2678,t
2018-03-23,17.9,10.8,18.6,10.1,2018-03-23T03:54,2018-03-23T16:02,19.22,4.8,0.0,9.3,42.8,304.0,3.39,2678,t
2018-03-24,17.7,10.4,18.3,10.3,2018-03-24T03:54,2018-03-24T16:02,16.85,5.1,0.0,7.6,56.9,278.0,2.97,2678,t
2018-03-25,19.7,9.9,22.6,9.6,2018-03-25T03:53,2018-03-25T16:01,20.55,15.0,0.0,7.9,40.7,213.0,3.52,2678,t
2018-03-26,17.9,11.3,19.1,11.3,2018-03-26T03:53,2018-03-26T16:01,16.7,15.0,0.0,8.6,48.2,214.0,2.8,2678,t
2018-03-27,18.1,10.1,19.9,9.6,2018-03-27T03:53,2018-03-27T16:00,15.09,15.2,0.0,5.2,41.4,210.0,2.72,2678,t
2018-03-28,16.5,7.4,18.5,6.2,2018-03-28T03:53,2018-03-28T16:00,21.94,14.1,0.0,5.2,29.5,163.0,3.73,2678,t
2018-03-29,19.9,11.1,24.1,11.1,2018-03-29T03:53,2018-03-29T15:59,17.86,16.2,0.0,4.2,38.9,29.0,3.26,2678,t
2018-03-30,17.6,9.8,18.8,9.6,2018-03-30T03:52,2018-03-30T15:59,12.74,17.2,0.0,6.1,30.2,171.0,2.25,2678,t
2018-03-31,16.5,10.0,17.1,9.5,2018-03-31T03:52,2018-03-31T15:59,16.44,9.8,0.0,7.2,32.0,176.0,2.82,2678,t
2018-04-01,17.9,9.2,20.3,8.6,2018-04-01T03:52,2018-04-01T15:58,15.8,24.7,0.0,5.5,35.3,192.0,2.79,2678,t
2018-04-02,17.1,11.0,18.0,10.6,2018-04-02T03:52,2018-04-02T15:58,8.1,21.5,0.0,4.3,25.9,,1.63,2678,t
2018-04-03,16.2,10.7,16.8,10.0,2018-04-03T03:52,2018-04-03T15:57,6.48,15.0,0.0,5.0,28.4,341.0,1.33,2678,t
2018-04-04,17.2,9.8,18.4,9.5,2018-04-04T03:51,2018-04-04T15:57,12.54,13.1,0.0,8.3,41.4,311.0,2.24,2678,t
2018-04-05,17.8,9.8,20.4,9.3,2018-04-05T03:51,2018-04-05T15:57,15.37,23.5,0.0,6.4,41.8,214.0,2.68,2678,t
2018-04-06,17.4,9.9,18.5,9.8,2018-04-06T03:51,2018-04-06T15:56,13.53,18.3,0.0,5.2,32.0,194.0,2.37,2678,t
2018-04-07,17.8,10.3,18.9,9.5,2018-04-07T03:51,2018-04-07T15:56,13.64,16.7,0.0,5.2,30.2,31.0,2.59,2678,t
2018-04-08,18.2,10.6,19.4,9.8,2018-04-08T03:51,2018-04-08T15:55,13.85,2.9,0.0,4.3,23.8,63.0,2.62,2678,t
2018-04-09,16.9,11.1,18.0,11.1,2018-04-09T03:51,2018-04-09T15:55,10.21,10.3,0.0,3.7,22.7,131.0,1.9,2678,t
2018-04-10,16.7,9.4,18.7,8.7,2018-04-10T03:50,2018-04-10T15:55,18.96,9.2,0.0,5.5,28.4,139.0,3.26,2678,t
2018-04-11,18.2,9.3,20.1,8.4,2018-04-11T03:50,2018-04-11T15:54,17.43,20.8,0.0,5.8,35.6,157.0,3.08,2678,t
2018-04-12,19.0,10.7,21.1,10.4,2018-04-12T03:50,2018-04-12T15:54,17.41,13.6,0.0,5.0,37.4,139.0,3.08,2678,t
2018-04-13,17.3,11.4,18.5,11.6,2018-04-13T03:50,2018-04-13T15:54,13.08,21.2,0.0,4.5,30.6,147.0,2.4,2678,t
2018-04-14,18.8,10.4,21.1,10.3,2018-04-14T03:50,2018-04-14T15:53,18.69,17.4,0.0,5.5,34.9,159.0,3.31,2678,t
2018-04-15,16.1,10.8,16.5,10.6,2018-04-15T03:50,2018-04-15T15:53,10.44,4.4,0.0,3.9,22.7,103.0,1.9,2678,t
2018-04-16,19.4,10.4,22.2,9.8,2018-04-16T03:50,2018-04-16T15:53,18.28,15.7,0.0,4.3,38.9,60.0,3.32,2678,t
2018-04-17,19.6,11.4,23.0,11.2,2018-04-17T03:49,2018-04-17T15:52,18.19,13.4,0.0,4.2,34.6,36.0,3.35,2678,t
2018-04-18,17.6,11.6,18.5,11.9,2018-04-18T03:49,2018-04-18T15:52,8.57,23.3,0.0,4.2,26.6,162.0,1.69,2678,t
2018-04-19,19.0,11.6,20.7,11.5,2018-04-19T03:49,2018-04-19T15:52,17.02,15.4,0.0,5.4,27.0,165.0,3.07,2678,t
2018-04-20,17.9,11.5,19.9,11.4,2018-04-20T03:49,2018-04-20T15:51,13.25,16.4,0.0,3.9,33.1,132.0,2.39,2678,t
2018-04-21,18.4,10.5,20.7,10.3,2018-04-21T03:49,2018-04-21T15:51,15.0,16.4,0.0,4.6,31.0,133.0,2.73,2678,t
2018-04-22,17.3,11.9,18.6,12.0,2018-04-22T03:49,2018-04-22T15:51,10.56,32.5,0.0,4.7,28.8,286.0,1.98,2678,t
2018-04-23,18.8,11.6,19.5,11.6,2018-04-23T03:49,2018-04-23T15:50,10.14,47.7,0.0,6.6,29.5,163.0,1.95,2678,t
2018-04-24,20.2,10.7,23.4,10.5,2018-04-24T03:49,2018-04-24T15:50,17.78,11.4,0.0,4.0,37.1,,3.26,2678,t
2018-04-25,19.7,11.9,21.1,12.0,2018-04-25T03:49,2018-04-25T15:50,14.25,13.0,0.0,4.2,27.7,,2.72,2678,t
2018-04-26,16.1,12.5,17.7,12.7,2018-04-26T03:48,2018-04-26T15:50,8.9,48.1,0.0,4.8,29.2,11.0,1.7,2678,t
2018-04-27,17.7,11.3,19.2,11.4,2018-04-27T03:48,2018-04-27T15:49,9.77,25.5,0.0,4.2,25.2,83.0,1.87,2678,t
2018-04-28,17.8,10.0,19.8,9.4,2018-04-28T03:48,2018-04-28T15:49,15.94,70.7,0.0,5.9,30.2,159.0,2.87,2678,t
2018-04-29,17.3,11.4,18.6,11.4,2018-04-29T03:48,2018-04-29T15:49,12.5,26.2,0.0,3.3,31.3,172.0,2.26,2678,t
2018-04-30,17.6,9.9,19.4,9.6,2018-04-30T03:48,2018-04-30T15:49,14.78,28.3,0.0,4.9,36.0,160.0,2.61,2678,t
2018-05-01,16.6,10.6,19.1,10.3,2018-05-01T03:48,2018-05-01T15:48,14.59,25.4,0.0,5.7,36.4,166.0,2.53,2678,t
2018-05-02,18.5,10.0,21.9,9.5,2018-05-02T03:48,2018-05-02T15:48,18.19,27.5,0.0,5.0,35.3,147.0,3.19,2678,t
2018-05-03,18.3,11.2,20.6,11.0,2018-05-03T03:48,2018-05-03T15:48,14.4,18.3,0.0,4.9,34.2,125.0,2.61,2678,t
2018-05-04,16.9,11.1,18.3,11.1,2018-05-04T03:48,2018-05-04T15:48,13.19,23.3,0.0,5.2,34.2,137.0,2.33,2678,t
2018-05-05,16.6,10.0,17.7,9.5,2018-05-05T03:48,2018-05-05T15:48,7.82,22.3,0.0,5.0,32.0,149.0,1.5,2678,t
2018-05-06,17.3,9.5,20.5,8.7,2018-05-06T03:48,2018-05-06T15:47,14.42,21.2,0.0,4.2,33.8,134.0,2.57,2678,t
2018-05-07,18.4,9.6,21.4,8.8,2018-05-07T03:48,2018-05-07T15:47,15.94,50.2,0.0,5.2,34.2,125.0,2.84,2678,t
2018-05-08,16.9,11.1,18.0,11.0,2018-05-08T03:48,2018-05-08T15:47,11.91,22.0,0.0,4.7,30.2,160.0,2.14,2678,t
2018-05-09,15.7,10.8,16.1,10.1,2018-05-09T03:48,2018-05-09T15:47,5.22,33.9,0.0,4.2,29.9,48.0,1.11,2678,t
2018-05-10,17.2,10.5,18.3,9.9,2018-05-10T03:48,2018-05-10T15:47,11.43,9.2,0.0,4.6,24.5,54.0,2.13,2678,t
2018-05-11,17.4,9.6,19.5,9.0,2018-05-11T03:48,2018-05-11T15:47,17.28,25.4,0.0,4.7,33.8,99.0,3.05,2678,t
2018-05-12,15.7,11.3,16.0,11.2,2018-05-12T03:48,2018-05-12T15:47,7.15,28.0,0.0,4.0,21.6,25.0,1.4,2678,t
2018-05-13,16.9,9.9,18.4,9.6,2018-05-13T03:48,2018-05-13T15:47,12.9,20.1,0.0,5.7,31.0,97.0,2.34,2678,t
2018-05-14,17.9,9.0,19.2,8.0,2018-05-14T03:48,2018-05-14T15:47,18.88,36.6,0.0,5.2,33.5,112.0,3.31,2678,t
2018-05-15,17.1,9.6,18.7,9.0,2018-05-15T03:49,2018-05-15T15:46,14.05,27.0,0.0,5.5,34.6,154.0,2.45,2678,t
2018-05-16,17.9,9.0,20.4,8.5,2018-05-16T03:49,2018-05-16T15:46,17.62,14.6,0.0,4.0,34.6,139.0,3.12,2678,t
2018-05-17,17.1,10.9,19.3,10.6,2018-05-17T03:49,2018-05-17T15:46,14.71,10.4,0.0,4.5,31.7,77.0,2.61,2678,t
2018-05-18,17.7,10.6,18.2,10.2,2018-05-18T03:49,2018-05-18T15:46,10.45,12.5,0.0,3.7,22.7,68.0,2.01,2678,t
2018-05-19,15.9,10.0,16.4,9.6,2018-05-19T03:49,2018-05-19T15:46,3.92,39.4,0.0,4.2,18.7,28.0,0.89,2678,t
2018-05-20,18.1,9.5,21.1,8.7,2018-05-20T03:49,2018-05-20T15:46,16.77,15.6,0.0,4.8,34.2,94.0,2.95,2678,t
2018-05-21,18.5,10.7,20.7,10.6,2018-05-21T03:49,2018-05-21T15:46,14.99,24.2,0.0,4.6,37.1,89.0,2.68,2678,t
2018-05-22,17.8,11.1,19.5,11.0,2018-05-22T03:49,2018-05-22T15:46,8.77,10.6,0.0,3.6,31.0,75.0,1.71,2678,t
2018-05-23,17.8,10.0,19.9,9.6,2018-05-23T03:49,2018-05-23T15:46,17.04,12.5,0.0,3.9,31.0,80.0,3.01,2678,t
2018-05-24,17.2,11.3,19.5,11.1,2018-05-24T03:50,2018-05-24T15:46,16.24,16.1,0.0,3.7,33.1,7.0,2.9,2678,t
2018-05-25,17.7,11.5,19.0,11.5,2018-05-25T03:50,2018-05-25T15:46,12.97,16.5,0.0,5.2,33.1,118.0,2.31,2678,t
2018-05-26,17.8,11.4,20.9,11.4,2018-05-26T03:50,2018-05-26T15:46,16.11,10.4,0.0,5.2,32.4,131.0,2.89,2678,t
2018-05-27,15.4,10.4,16.7,10.1,2018-05-27T03:50,2018-05-27T15:47,1.42,55.2,0.0,3.9,21.2,,0.45,2678,t
2018-05-28,18.5,9.8,20.3,9.5,2018-05-28T03:50,2018-05-28T15:47,16.44,15.5,0.0,4.3,29.9,136.0,2.9,2678,t
2018-05-29,17.0,12.2,18.3,12.4,2018-05-29T03:50,2018-05-29T15:47,9.72,18.0,0.0,5.0,27.7,136.0,1.8,2678,t
2018-05-30,16.3,10.2,17.5,10.0,2018-05-30T03:51,2018-05-30T15:47,10.07,17.1,0.0,3.9,31.3,137.0,1.81,2678,t
2018-05-31,16.5,10.4,18.3,10.1,2018-05-31T03:51,2018-05-31T15:47,17.46,4.3,0.0,3.6,28.1,125.0,3.01,2678,t
2018-06-01,17.6,10.2,19.2,9.8,2018-06-01T03:51,2018-06-01T15:47,17.42,5.1,0.0,3.8,28.4,105.0,3.07,2678,t
2018-06-02,17.6,10.5,19.2,10.1,2018-06-02T03:51,2018-06-02T15:47,10.93,14.7,0.0,3.9,30.2,120.0,2.06,2678,t
2018-06-03,15.1,10.4,16.0,10.0,2018-06-03T03:51,2018-06-03T15:47,7.63,42.9,0.0,5.0,21.2,318.0,1.38,2678,t
2018-06-04,15.6,10.8,16.8,10.6,2018-06-04T03:51,2018-06-04T15:47,11.48,8.9,0.0,3.1,27.4,109.0,2.03,2678,t
2018-06-05,15.7,9.9,16.8,9.6,2018-06-05T03:52,2018-06-05T15:47,13.78,9.8,0.0,4.0,28.1,143.0,2.34,2678,t
2018-06-06,17.1,10.5,19.0,10.4,2018-06-06T03:52,2018-06-06T15:48,13.81,7.4,0.0,3.4,28.1,88.0,2.47,2678,t
2018-06-07,14.3,9.7,15.2,9.3,2018-06-07T03:52,2018-06-07T15:48,4.96,39.0,0.0,3.9,22.0,28.0,1.0,2678,t
2018-06-08,17.3,9.5,19.0,8.8,2018-06-08T03:52,2018-06-08T15:48,6.5,19.0,0.0,4.6,27.0,11.0,1.29,2678,t
2018-06-09,16.7,9.9,18.1,9.3,2018-06-09T03:53,2018-06-09T15:48,13.63,14.4,0.0,4.3,31.7,73.0,2.39,2678,t
2018-06-10,17.3,8.8,18.6,7.9,2018-06-10T03:53,2018-06-10T15:48,12.05,18.7,0.0,5.1,29.9,159.0,2.15,2678,t
2018-06-11,18.0,10.3,19.4,9.9,2018-06-11T03:53,2018-06-11T15:48,13.95,12.4,0.0,5.2,29.5,126.0,2.5,2678,t
2018-06-12,17.1,10.1,18.1,9.6,2018-06-12T03:53,2018-06-12T15:49,15.2,35.9,0.0,5.5,32.0,148.0,2.63,2678,t
2018-06-13,16.8,11.4,19.3,11.5,2018-06-13T03:53,2018-06-13T15:49,12.51,13.2,0.0,5.0,32.4,153.0,2.21,2678,t
2018-06-14,15.5,11.3,16.1,11.3,2018-06-14T03:54,2018-06-14T15:49,7.87,19.1,0.0,4.2,23.4,145.0,1.42,2678,t
2018-06-15,15.4,9.6,16.0,9.2,2018-06-15T03:54,2018-06-15T15:49,10.78,18.2,0.0,6.6,25.6,158.0,1.83,2678,t
2018-06-16,16.7,9.5,17.5,9.0,2018-06-16T03:54,2018-06-16T15:49,12.84,12.9,0.0,4.9,27.0,161.0,2.23,2678,t
2018-06-17,16.7,8.8,18.9,8.2,2018-06-17T03:54,2018-06-17T15:50,15.45,21.9,0.0,5.2,30.2,99.0,2.7,2678,t
2018-06-18,15.8,11.2,16.8,10.9,2018-06-18T03:55,2018-06-18T15:50,4.46,67.5,0.0,4.4,22.7,354.0,0.96,2678,t
2018-06-19,15.4,11.0,16.2,10.8,2018-06-19T03:55,2018-06-19T15:50,8.25,40.0,0.0,4.7,29.2,120.0,1.49,2678,t
2018-06-20,19.5,9.8,23.1,9.1,2018-06-20T03:55,2018-06-20T15:50,16.54,19.5,0.0,4.4,34.2,91.0,2.91,2678,t
2018-06-21,15.7,7.6,16.7,6.5,2018-06-21T03:55,2018-06-21T15:50,18.34,13.0,0.0,5.5,31.7,,3.08,2678,t
2018-06-22,16.9,9.8,18.2,9.3,2018-06-22T03:55,2018-06-22T15:51,12.89,22.3,0.0,3.9,28.1,125.0,2.31,2678,t
2018-06-23,14.1,10.5,14.2,10.1,2018-06-23T03:56,2018-06-23T15:51,6.45,56.4,0.0,3.6,25.9,13.0,1.23,2678,t
2018-06-24,15.7,10.2,16.0,9.8,2018-06-24T03:56,2018-06-24T15:51,7.24,52.2,0.0,3.8,31.0,,1.4,2678,t
