time,temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),sunrise (iso8601),sunset (iso8601),shortwave_radiation_sum (MJ/m²),rain_sum (mm),snowfall_sum (cm),windspeed_10m_max (km/h),windgusts_10m_max (km/h),winddirection_10m_dominant (°),et0_fao_evapotranspiration (mm),elevation,city
2018-02-24,30.9,24.5,36.2,28.8,2018-02-24T06:43,2018-02-24T18:45,18.08,4.0,0.0,14.6,29.2,128.0,3.9,5,lh
2018-02-25,28.7,24.8,34.7,29.8,2018-02-25T06:43,2018-02-25T18:45,17.17,5.4,0.0,12.3,27.0,121.0,3.39,5,lh
2018-02-26,30.2,24.6,35.9,29.1,2018-02-26T06:43,2018-02-26T18:45,20.79,2.9,0.0,12.4,27.7,108.0,4.23,5,lh
2018-02-27,30.5,24.6,37.7,29.4,2018-02-27T06:42,2018-02-27T18:45,21.5,1.2,0.0,10.2,25.9,106.0,4.3,5,lh
2018-02-28,31.6,24.0,38.9,28.5,2018-02-28T06:42,2018-02-28T18:45,23.49,0.0,0.0,10.2,24.5,314.0,4.89,5,lh
2018-03-01,30.8,24.4,37.2,28.6,2018-03-01T06:42,2018-03-01T18:45,19.94,3.7,0.0,9.8,23.4,290.0,4.16,5,lh
2018-03-02,30.5,24.2,36.8,28.6,2018-03-02T06:41,2018-03-02T18:45,20.66,1.1,0.0,10.4,24.5,359.0,4.26,5,lh
2018-03-03,31.8,24.8,37.9,29.8,2018-03-03T06:41,2018-03-03T18:45,22.43,0.0,0.0,8.4,22.3,318.0,4.82,5,lh
2018-03-04,31.7,24.7,37.7,28.9,2018-03-04T06:41,2018-03-04T18:45,22.31,0.3,0.0,13.9,31.0,305.0,4.76,5,lh
2018-03-05,30.9,24.7,38.5,29.5,2018-03-05T06:40,2018-03-05T18:45,21.38,0.8,0.0,9.1,24.5,307.0,4.39,5,lh
2018-03-06,30.8,23.8,36.7,28.1,2018-03-06T06:40,2018-03-06T18:45,21.1,4.0,0.0,10.5,29.2,310.0,4.37,5,lh
2018-03-07,31.0,24.4,36.6,29.1,2018-03-07T06:39,2018-03-07T18:45,18.44,1.6,0.0,11.6,26.3,312.0,3.88,5,lh
2018-03-08,31.5,24.5,36.9,29.4,2018-03-08T06:39,2018-03-08T18:44,18.86,0.0,0.0,12.0,31.7,117.0,4.13,5,lh
2018-03-09,31.2,23.8,37.0,28.5,2018-03-09T06:39,2018-03-09T18:44,21.48,1.0,0.0,11.9,27.7,111.0,4.52,5,lh
2018-03-10,31.3,23.9,36.9,28.6,2018-03-10T06:38,2018-03-10T18:44,18.28,0.0,0.0,12.6,33.5,109.0,4.01,5,lh
2018-03-11,31.9,24.5,38.0,29.1,2018-03-11T06:38,2018-03-11T18:44,21.73,0.0,0.0,14.8,28.8,116.0,4.86,5,lh
2018-03-12,31.3,24.1,36.7,28.8,2018-03-12T06:38,2018-03-12T18:44,22.62,0.1,0.0,11.4,27.4,110.0,4.74,5,lh
2018-03-13,31.0,22.9,37.4,27.2,2018-03-13T06:37,2018-03-13T18:44,22.52,1.1,0.0,9.1,22.0,60.0,4.67,5,lh
2018-03-14,33.4,23.0,39.7,27.4,2018-03-14T06:37,2018-03-14T18:44,26.33,0.0,0.0,12.7,29.2,67.0,5.62,5,lh
2018-03-15,32.2,24.4,36.9,29.0,2018-03-15T06:36,2018-03-15T18:44,20.35,0.5,0.0,13.8,32.4,312.0,4.41,5,lh
2018-03-16,32.8,23.6,38.7,27.8,2018-03-16T06:36,2018-03-16T18:43,22.44,2.4,0.0,11.1,26.6,182.0,4.77,5,lh
2018-03-17,32.9,24.0,38.3,28.2,2018-03-17T06:35,2018-03-17T18:43,22.38,0.3,0.0,13.1,30.6,115.0,4.83,5,lh
2018-03-18,33.8,24.9,39.5,29.7,2018-03-18T06:35,2018-03-18T18:43,23.99,0.5,0.0,13.6,32.0,120.0,5.2,5,lh
2018-03-19,33.1,24.6,39.6,29.4,2018-03-19T06:35,2018-03-19T18:43,23.32,1.2,0.0,13.6,30.2,315.0,5.1,5,lh
2018-03-20,33.2,24.6,39.0,29.0,2018-03-20T06:34,2018-03-20T18:43,23.26,0.6,0.0,14.8,33.1,311.0,5.19,5,lh
2018-03-21,33.2,24.1,38.6,28.1,2018-03-21T06:34,2018-03-21T18:43,21.71,1.0,0.0,16.1,35.6,303.0,4.94,5,lh
2018-03-22,31.7,24.4,37.6,28.2,2018-03-22T06:33,2018-03-22T18:43,23.02,0.7,0.0,10.4,26.3,304.0,4.94,5,lh
2018-03-23,33.2,24.1,37.9,28.1,2018-03-23T06:33,2018-03-23T18:42,19.53,1.3,0.0,9.3,22.7,339.0,4.43,5,lh
2018-03-24,31.7,25.1,36.9,29.9,2018-03-24T06:32,2018-03-24T18:42,21.65,1.8,0.0,13.9,31.0,108.0,4.6,5,lh
2018-03-25,33.4,24.4,37.4,29.2,2018-03-25T06:32,2018-03-25T18:42,22.71,0.2,0.0,16.2,36.7,109.0,5.17,5,lh
2018-03-26,32.2,25.3,38.8,29.8,2018-03-26T06:31,2018-03-26T18:42,22.24,1.3,0.0,11.0,28.1,299.0,4.88,5,lh
2018-03-27,32.1,24.4,37.4,27.4,2018-03-27T06:31,2018-03-27T18:42,21.9,0.3,0.0,10.1,24.8,337.0,4.79,5,lh
2018-03-28,33.9,24.0,40.0,28.3,2018-03-28T06:31,2018-03-28T18:42,24.72,0.7,0.0,11.9,31.3,330.0,5.39,5,lh
2018-03-29,33.7,24.9,39.9,29.3,2018-03-29T06:30,2018-03-29T18:41,21.55,3.3,0.0,11.9,32.0,286.0,4.8,5,lh
2018-03-30,33.7,24.2,39.9,28.7,2018-03-30T06:30,2018-03-30T18:41,22.74,1.7,0.0,13.4,33.1,287.0,4.95,5,lh
2018-03-31,32.1,23.9,38.0,28.9,2018-03-31T06:29,2018-03-31T18:41,17.23,9.1,0.0,11.4,27.7,308.0,3.69,5,lh
2018-04-01,29.5,23.9,36.3,28.5,2018-04-01T06:29,2018-04-01T18:41,15.07,3.4,0.0,9.7,26.3,296.0,3.22,5,lh
2018-04-02,32.1,23.9,37.2,28.4,2018-04-02T06:28,2018-04-02T18:41,21.29,7.0,0.0,15.0,34.9,317.0,4.61,5,lh
2018-04-03,31.9,25.4,38.7,30.4,2018-04-03T06:28,2018-04-03T18:41,19.74,0.6,0.0,8.3,26.3,315.0,4.15,5,lh
2018-04-04,32.2,25.0,38.0,30.3,2018-04-04T06:27,2018-04-04T18:40,20.88,1.2,0.0,11.9,31.0,144.0,4.37,5,lh
2018-04-05,32.1,24.2,37.6,29.1,2018-04-05T06:27,2018-04-05T18:40,15.4,2.1,0.0,11.3,31.3,160.0,3.32,5,lh
2018-04-06,30.4,25.0,36.6,29.6,2018-04-06T06:27,2018-04-06T18:40,18.51,4.9,0.0,9.0,30.6,303.0,3.85,5,lh
2018-04-07,33.0,24.8,39.9,29.5,2018-04-07T06:26,2018-04-07T18:40,21.74,6.0,0.0,10.9,28.1,246.0,4.67,5,lh
2018-04-08,32.3,24.2,39.2,29.0,2018-04-08T06:26,2018-04-08T18:40,21.83,0.0,0.0,10.3,24.8,92.0,4.73,5,lh
2018-04-09,32.3,25.2,39.0,29.6,2018-04-09T06:25,2018-04-09T18:40,23.28,0.0,0.0,13.6,30.2,94.0,4.98,5,lh
2018-04-10,33.1,25.6,38.2,30.8,2018-04-10T06:25,2018-04-10T18:40,22.35,1.0,0.0,14.8,32.4,105.0,5.0,5,lh
2018-04-11,33.9,26.0,38.9,30.7,2018-04-11T06:25,2018-04-11T18:40,24.56,1.3,0.0,17.4,38.9,121.0,5.49,5,lh
2018-04-12,32.7,25.0,37.0,30.4,2018-04-12T06:24,2018-04-12T18:39,17.75,0.3,0.0,15.0,37.8,118.0,4.08,5,lh
2018-04-13,33.1,25.5,39.4,30.9,2018-04-13T06:24,2018-04-13T18:39,22.54,1.7,0.0,13.1,31.3,106.0,4.88,5,lh
2018-04-14,32.6,25.6,38.9,31.2,2018-04-14T06:23,2018-04-14T18:39,16.53,1.5,0.0,11.6,25.2,147.0,3.59,5,lh
2018-04-15,33.3,25.6,40.9,30.9,2018-04-15T06:23,2018-04-15T18:39,22.4,1.0,0.0,9.7,27.7,63.0,4.83,5,lh
2018-04-16,31.8,25.4,38.0,31.2,2018-04-16T06:23,2018-04-16T18:39,18.07,0.8,0.0,7.8,22.7,175.0,3.88,5,lh
2018-04-17,32.2,25.0,37.2,29.4,2018-04-17T06:22,2018-04-17T18:39,16.79,0.3,0.0,10.0,24.8,347.0,3.78,5,lh
2018-04-18,32.1,25.1,38.8,29.7,2018-04-18T06:22,2018-04-18T18:39,20.83,12.6,0.0,11.5,27.0,142.0,4.37,5,lh
2018-04-19,32.3,24.7,40.4,30.0,2018-04-19T06:22,2018-04-19T18:39,18.93,1.7,0.0,9.1,24.8,324.0,4.06,5,lh
2018-04-20,31.9,25.3,39.4,31.0,2018-04-20T06:21,2018-04-20T18:39,21.13,6.2,0.0,10.4,25.2,296.0,4.42,5,lh
2018-04-21,30.9,24.8,38.4,30.1,2018-04-21T06:21,2018-04-21T18:39,18.82,13.2,0.0,9.7,22.0,301.0,3.86,5,lh
2018-04-22,32.2,24.5,39.1,29.6,2018-04-22T06:20,2018-04-22T18:38,20.36,2.0,0.0,10.8,22.0,297.0,4.27,5,lh
2018-04-23,32.4,24.6,38.4,29.0,2018-04-23T06:20,2018-04-23T18:38,22.08,1.1,0.0,17.6,34.6,302.0,4.75,5,lh
2018-04-24,31.3,24.9,36.9,29.3,2018-04-24T06:20,2018-04-24T18:38,11.74,0.3,0.0,11.2,22.7,296.0,2.76,5,lh
2018-04-25,31.2,25.2,38.4,30.4,2018-04-25T06:20,2018-04-25T18:38,16.26,4.8,0.0,8.4,19.8,285.0,3.39,5,lh
2018-04-26,29.0,24.2,35.1,29.3,2018-04-26T06:19,2018-04-26T18:38,7.48,14.2,0.0,8.9,18.4,289.0,1.68,5,lh
2018-04-27,30.9,23.8,39.0,28.7,2018-04-27T06:19,2018-04-27T18:38,21.14,2.5,0.0,7.9,22.0,146.0,4.27,5,lh
2018-04-28,33.7,25.0,41.4,30.0,2018-04-28T06:19,2018-04-28T18:38,23.39,3.3,0.0,10.1,24.1,185.0,4.96,5,lh
2018-04-29,30.4,25.4,38.5,31.2,2018-04-29T06:18,2018-04-29T18:38,15.25,5.9,0.0,9.2,18.0,201.0,3.2,5,lh
2018-04-30,31.8,25.1,39.0,30.5,2018-04-30T06:18,2018-04-30T18:38,17.47,1.5,0.0,10.4,21.6,174.0,3.66,5,lh
2018-05-01,30.4,24.6,36.8,29.7,2018-05-01T06:18,2018-05-01T18:38,8.13,14.5,0.0,7.9,17.6,171.0,1.83,5,lh
2018-05-02,31.7,24.3,37.8,28.8,2018-05-02T06:18,2018-05-02T18:38,17.91,1.6,0.0,7.1,16.6,177.0,3.75,5,lh
2018-05-03,31.3,24.5,37.9,29.9,2018-05-03T06:17,2018-05-03T18:38,20.73,2.3,0.0,11.3,26.3,104.0,4.28,5,lh
2018-05-04,32.0,23.9,38.6,28.7,2018-05-04T06:17,2018-05-04T18:38,21.63,2.5,0.0,14.2,28.4,121.0,4.51,5,lh
2018-05-05,31.5,24.7,37.7,29.6,2018-05-05T06:17,2018-05-05T18:38,20.42,5.5,0.0,12.4,28.4,124.0,4.19,5,lh
2018-05-06,31.0,24.8,38.4,29.1,2018-05-06T06:17,2018-05-06T18:38,21.55,5.2,0.0,7.1,22.3,278.0,4.41,5,lh
2018-05-07,30.7,24.8,36.4,30.0,2018-05-07T06:17,2018-05-07T18:38,21.45,6.1,0.0,13.9,29.2,300.0,4.34,5,lh
2018-05-08,32.2,24.4,39.4,29.3,2018-05-08T06:16,2018-05-08T18:38,23.53,1.7,0.0,10.1,25.2,163.0,4.85,5,lh
2018-05-09,30.2,25.4,36.7,30.5,2018-05-09T06:16,2018-05-09T18:38,18.37,0.3,0.0,10.4,25.6,147.0,3.7,5,lh
2018-05-10,30.5,24.5,36.7,29.7,2018-05-10T06:16,2018-05-10T18:39,21.78,7.9,0.0,12.4,27.7,157.0,4.38,5,lh
2018-05-11,32.0,24.6,38.9,29.7,2018-05-11T06:16,2018-05-11T18:39,21.72,0.9,0.0,10.2,28.1,129.0,4.5,5,lh
2018-05-12,31.8,24.9,38.3,30.2,2018-05-12T06:16,2018-05-12T18:39,21.27,0.0,0.0,12.6,28.1,142.0,4.38,5,lh
2018-05-13,31.9,24.4,38.0,29.9,2018-05-13T06:16,2018-05-13T18:39,21.45,2.3,0.0,14.3,31.0,122.0,4.44,5,lh
2018-05-14,32.2,25.0,38.7,30.5,2018-05-14T06:16,2018-05-14T18:39,21.51,0.8,0.0,12.6,32.0,117.0,4.54,5,lh
2018-05-15,32.2,25.2,38.3,30.9,2018-05-15T06:15,2018-05-15T18:39,19.9,4.6,0.0,13.8,28.4,129.0,4.16,5,lh
2018-05-16,31.4,24.6,38.1,30.0,2018-05-16T06:15,2018-05-16T18:39,17.2,10.7,0.0,9.0,21.2,122.0,3.59,5,lh
2018-05-17,30.2,24.1,36.8,29.3,2018-05-17T06:15,2018-05-17T18:39,16.93,4.6,0.0,8.8,23.4,319.0,3.47,5,lh
2018-05-18,29.4,25.3,35.7,30.9,2018-05-18T06:15,2018-05-18T18:39,14.38,2.7,0.0,7.8,19.1,291.0,2.98,5,lh
2018-05-19,30.6,24.6,35.9,29.5,2018-05-19T06:15,2018-05-19T18:40,11.42,4.8,0.0,13.1,26.6,287.0,2.58,5,lh
2018-05-20,32.8,24.5,39.7,29.3,2018-05-20T06:15,2018-05-20T18:40,20.08,0.3,0.0,9.3,24.5,149.0,4.23,5,lh
2018-05-21,31.1,25.4,38.8,31.2,2018-05-21T06:15,2018-05-21T18:40,22.32,1.2,0.0,8.8,23.4,322.0,4.55,5,lh
2018-05-22,31.5,25.5,38.6,31.2,2018-05-22T06:15,2018-05-22T18:40,18.8,4.3,0.0,10.4,22.0,290.0,3.95,5,lh
2018-05-23,31.7,25.0,38.3,30.1,2018-05-23T06:15,2018-05-23T18:40,18.33,0.6,0.0,10.0,26.3,133.0,3.86,5,lh
2018-05-24,30.2,24.7,36.9,30.2,2018-05-24T06:15,2018-05-24T18:40,11.89,9.8,0.0,7.9,18.7,130.0,2.55,5,lh
2018-05-25,31.9,24.5,38.7,29.9,2018-05-25T06:15,2018-05-25T18:40,20.43,11.4,0.0,9.2,23.8,192.0,4.25,5,lh
2018-05-26,29.4,24.9,36.1,29.9,2018-05-26T06:15,2018-05-26T18:41,11.63,9.3,0.0,10.8,25.9,296.0,2.47,5,lh
2018-05-27,32.1,25.2,38.6,30.5,2018-05-27T06:15,2018-05-27T18:41,18.82,2.6,0.0,8.0,17.6,187.0,3.99,5,lh
2018-05-28,32.7,26.1,39.9,31.1,2018-05-28T06:15,2018-05-28T18:41,23.15,1.0,0.0,10.1,23.8,134.0,4.89,5,lh
2018-05-29,31.2,25.5,38.1,31.2,2018-05-29T06:15,2018-05-29T18:41,15.62,4.5,0.0,10.2,25.2,176.0,3.26,5,lh
2018-05-30,33.0,25.8,39.5,31.1,2018-05-30T06:15,2018-05-30T18:41,22.11,1.6,0.0,12.9,30.2,147.0,4.75,5,lh
2018-05-31,32.2,25.2,38.9,30.7,2018-05-31T06:15,2018-05-31T18:42,19.13,1.7,0.0,8.3,19.8,140.0,4.05,5,lh
2018-06-01,30.8,26.0,37.4,31.1,2018-06-01T06:16,2018-06-01T18:42,15.74,1.6,0.0,9.1,22.0,141.0,3.41,5,lh
2018-06-02,31.8,25.5,37.9,29.6,2018-06-02T06:16,2018-06-02T18:42,18.15,0.4,0.0,9.8,22.7,138.0,3.9,5,lh
2018-06-03,32.3,25.2,39.4,30.2,2018-06-03T06:16,2018-06-03T18:42,23.07,0.4,0.0,6.5,19.1,201.0,4.79,5,lh
2018-06-04,33.2,25.2,39.5,29.9,2018-06-04T06:16,2018-06-04T18:42,20.11,0.0,0.0,8.0,23.8,150.0,4.4,5,lh
2018-06-05,33.4,26.1,40.0,31.1,2018-06-05T06:16,2018-06-05T18:43,22.6,0.0,0.0,8.9,21.6,123.0,4.94,5,lh
2018-06-06,33.2,25.0,40.5,29.9,2018-06-06T06:16,2018-06-06T18:43,22.82,0.0,0.0,9.3,19.8,193.0,4.88,5,lh
2018-06-07,33.1,25.6,39.4,30.5,2018-06-07T06:16,2018-06-07T18:43,18.82,0.0,0.0,7.9,19.1,244.0,4.17,5,lh
2018-06-08,32.6,25.6,38.5,30.6,2018-06-08T06:16,2018-06-08T18:43,18.76,0.0,0.0,7.9,18.4,102.0,4.15,5,lh
2018-06-09,33.9,25.9,39.6,30.9,2018-06-09T06:17,2018-06-09T18:44,19.39,0.0,0.0,9.9,24.1,130.0,4.38,5,lh
2018-06-10,34.6,25.9,41.2,30.5,2018-06-10T06:17,2018-06-10T18:44,23.59,0.3,0.0,9.4,22.7,142.0,5.31,5,lh
2018-06-11,35.7,26.1,41.8,30.8,2018-06-11T06:17,2018-06-11T18:44,23.14,0.9,0.0,10.5,27.7,,5.18,5,lh
2018-06-12,35.9,26.0,40.8,30.7,2018-06-12T06:17,2018-06-12T18:44,20.42,0.0,0.0,12.1,29.5,126.0,4.92,5,lh
2018-06-13,35.3,25.8,40.6,30.3,2018-06-13T06:17,2018-06-13T18:45,21.86,0.0,0.0,10.8,24.8,131.0,5.18,5,lh
2018-06-14,34.1,25.9,38.8,31.2,2018-06-14T06:17,2018-06-14T18:45,15.07,0.2,0.0,8.5,23.4,131.0,3.58,5,lh
2018-06-15,35.5,26.0,40.8,31.4,2018-06-15T06:18,2018-06-15T18:45,22.8,0.1,0.0,12.1,30.2,131.0,5.17,5,lh
2018-06-16,34.0,26.0,40.2,31.6,2018-06-16T06:18,2018-06-16T18:45,18.57,3.7,0.0,8.1,22.7,297.0,4.11,5,lh
2018-06-17,32.6,25.7,37.8,30.6,2018-06-17T06:18,2018-06-17T18:46,15.97,8.4,0.0,9.6,21.2,156.0,3.6,5,lh
2018-06-18,30.5,24.5,35.4,29.4,2018-06-18T06:18,2018-06-18T18:46,13.6,5.5,0.0,12.8,22.0,154.0,2.98,5,lh
2018-06-19,31.7,24.8,37.7,30.4,2018-06-19T06:18,2018-06-19T18:46,17.07,2.9,0.0,8.4,20.9,158.0,3.66,5,lh
2018-06-20,31.4,25.1,37.2,29.5,2018-06-20T06:19,2018-06-20T18:46,15.02,4.8,0.0,11.1,22.7,149.0,3.21,5,lh
2018-06-21,31.3,25.4,36.3,30.2,2018-06-21T06:19,2018-06-21T18:46,18.3,0.1,0.0,12.2,25.6,140.0,3.88,5,lh
2018-06-22,33.2,25.1,39.1,29.9,2018-06-22T06:19,2018-06-22T18:47,21.04,0.0,0.0,9.3,20.5,173.0,4.53,5,lh
2018-06-23,31.1,24.5,35.2,29.2,2018-06-23T06:19,2018-06-23T18:47,11.11,1.5,0.0,6.8,19.4,189.0,2.52,5,lh
2018-06-24,31.0,24.6,36.2,29.6,2018-06-24T06:19,2018-06-24T18:47,15.7,1.8,0.0,6.0,21.2,309.0,3.41,5,lh
