time,temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),sunrise (iso8601),sunset (iso8601),shortwave_radiation_sum (MJ/m²),rain_sum (mm),snowfall_sum (cm),windspeed_10m_max (km/h),windgusts_10m_max (km/h),winddirection_10m_dominant (°),et0_fao_evapotranspiration (mm),elevation,city
2018-01-16,0.7,-1.4,-4.2,-7.4,2018-01-16T05:01,2018-01-16T14:27,5.59,0.1,1.61,31.9,52.9,276.0,0.84,17,sa
2018-01-17,0.6,-2.7,-2.6,-6.9,2018-01-17T05:00,2018-01-17T14:28,6.98,0.0,0.77,12.9,20.5,313.0,0.66,17,sa
2018-01-18,1.2,-2.4,-1.7,-6.8,2018-01-18T05:00,2018-01-18T14:29,4.22,0.3,2.24,21.4,36.7,294.0,0.49,17,sa
2018-01-19,-0.7,-2.9,-6.4,-7.7,2018-01-19T04:59,2018-01-19T14:31,7.24,0.0,1.61,25.6,43.2,296.0,0.91,17,sa
2018-01-20,0.5,-5.3,-4.0,-9.8,2018-01-20T04:58,2018-01-20T14:32,6.52,0.0,2.66,25.9,48.2,216.0,0.76,17,sa
2018-01-21,-2.3,-9.2,-9.3,-16.0,2018-01-21T04:58,2018-01-21T14:33,8.34,0.0,1.82,35.9,62.3,284.0,0.84,17,sa
2018-01-22,-4.5,-9.6,-9.6,-16.1,2018-01-22T04:57,2018-01-22T14:34,9.24,0.0,0.35,20.2,33.8,255.0,0.74,17,sa
2018-01-23,0.0,-7.9,-7.0,-13.3,2018-01-23T04:56,2018-01-23T14:36,6.64,0.0,4.69,37.7,66.2,147.0,0.82,17,sa
2018-01-24,-6.1,-9.3,-11.8,-15.2,2018-01-24T04:55,2018-01-24T14:37,9.34,0.0,1.47,21.1,40.7,244.0,0.74,17,sa
2018-01-25,-4.3,-8.5,-11.7,-14.9,2018-01-25T04:55,2018-01-25T14:38,7.8,0.0,4.48,34.4,58.7,300.0,0.74,17,sa
2018-01-26,-2.5,-4.9,-8.8,-11.9,2018-01-26T04:54,2018-01-26T14:40,7.0,0.0,6.16,29.3,51.8,315.0,0.73,17,sa
2018-01-27,-2.3,-4.0,-8.7,-10.7,2018-01-27T04:53,2018-01-27T14:41,5.77,0.0,2.87,27.7,46.1,295.0,0.77,17,sa
2018-01-28,-2.3,-5.3,-7.9,-12.1,2018-01-28T04:52,2018-01-28T14:42,5.21,0.0,5.11,26.8,40.3,277.0,0.7,17,sa
2018-01-29,-5.6,-9.3,-12.1,-15.0,2018-01-29T04:51,2018-01-29T14:43,8.85,0.0,2.17,29.9,49.7,282.0,0.72,17,sa
2018-01-30,-5.2,-9.5,-11.3,-15.1,2018-01-30T04:50,2018-01-30T14:45,9.42,0.0,2.1,20.0,36.0,267.0,0.72,17,sa
2018-01-31,-2.5,-8.2,-7.1,-14.3,2018-01-31T04:49,2018-01-31T14:46,9.13,0.0,2.94,18.5,31.7,267.0,0.67,17,sa
2018-02-01,-2.1,-7.9,-6.5,-12.2,2018-02-01T04:48,2018-02-01T14:47,9.93,0.0,0.56,15.5,25.9,283.0,0.79,17,sa
2018-02-02,-1.5,-8.9,-6.1,-13.6,2018-02-02T04:47,2018-02-02T14:49,11.34,0.0,0.0,11.9,16.9,158.0,0.81,17,sa
2018-02-03,-1.7,-6.6,-6.9,-10.7,2018-02-03T04:46,2018-02-03T14:50,8.65,0.0,0.63,19.3,34.6,118.0,0.82,17,sa
2018-02-04,-0.2,-3.5,-5.4,-9.0,2018-02-04T04:45,2018-02-04T14:51,8.11,0.0,0.35,18.8,31.3,105.0,0.81,17,sa
2018-02-05,0.7,-4.8,-4.1,-9.8,2018-02-05T04:43,2018-02-05T14:53,8.22,0.2,0.77,18.5,31.3,83.0,0.79,17,sa
2018-02-06,-3.4,-8.5,-8.6,-13.8,2018-02-06T04:42,2018-02-06T14:54,10.38,0.0,0.42,15.9,28.1,20.0,0.71,17,sa
2018-02-07,-1.9,-8.7,-7.3,-14.3,2018-02-07T04:41,2018-02-07T14:55,9.93,0.0,0.35,18.8,32.4,322.0,0.91,17,sa
2018-02-08,-1.2,-4.9,-6.5,-10.5,2018-02-08T04:40,2018-02-08T14:57,10.93,0.0,2.45,26.4,43.9,273.0,1.02,17,sa
2018-02-09,0.7,-4.2,-4.7,-10.3,2018-02-09T04:39,2018-02-09T14:58,9.1,0.0,1.05,21.3,35.3,253.0,1.08,17,sa
2018-02-10,1.6,-2.1,-1.6,-6.6,2018-02-10T04:37,2018-02-10T14:59,5.22,0.6,2.17,13.8,23.4,195.0,0.56,17,sa
2018-02-11,0.3,-7.2,-4.0,-14.1,2018-02-11T04:36,2018-02-11T15:01,4.75,0.1,5.95,32.4,56.2,290.0,0.68,17,sa
2018-02-12,-7.1,-9.9,-13.8,-15.5,2018-02-12T04:35,2018-02-12T15:02,10.61,0.0,2.8,29.6,54.0,269.0,0.79,17,sa
2018-02-13,-6.4,-10.1,-13.1,-15.9,2018-02-13T04:33,2018-02-13T15:03,11.53,0.0,3.01,24.2,41.8,263.0,0.78,17,sa
2018-02-14,-0.9,-8.0,-5.9,-15.3,2018-02-14T04:32,2018-02-14T15:05,9.77,0.0,4.34,27.2,46.8,276.0,0.91,17,sa
2018-02-15,-3.0,-4.3,-9.8,-11.8,2018-02-15T04:30,2018-02-15T15:06,11.71,0.0,2.52,30.9,51.8,298.0,1.05,17,sa
2018-02-16,-1.1,-5.0,-6.9,-10.4,2018-02-16T04:29,2018-02-16T15:07,12.24,0.0,1.26,24.3,44.3,278.0,1.14,17,sa
2018-02-17,-0.1,-5.1,-4.5,-12.6,2018-02-17T04:28,2018-02-17T15:09,9.36,0.0,4.97,36.6,59.4,95.0,1.01,17,sa
2018-02-18,-4.3,-7.2,-9.3,-12.5,2018-02-18T04:26,2018-02-18T15:10,13.19,0.0,0.77,23.4,44.6,338.0,1.02,17,sa
2018-02-19,-2.4,-7.5,-8.3,-12.7,2018-02-19T04:25,2018-02-19T15:11,11.93,0.0,1.96,26.0,47.5,273.0,0.95,17,sa
2018-02-20,-2.3,-6.2,-8.1,-12.1,2018-02-20T04:23,2018-02-20T15:13,11.99,0.0,3.57,26.5,49.0,290.0,0.99,17,sa
2018-02-21,-5.1,-8.2,-11.4,-14.2,2018-02-21T04:22,2018-02-21T15:14,12.83,0.0,3.71,28.0,48.2,292.0,0.93,17,sa
2018-02-22,-1.2,-7.9,-6.1,-12.9,2018-02-22T04:20,2018-02-22T15:15,13.43,0.0,2.31,14.8,29.5,220.0,1.18,17,sa
2018-02-23,2.9,-3.4,-2.7,-9.7,2018-02-23T04:19,2018-02-23T15:16,11.87,0.0,1.05,32.2,56.5,214.0,1.28,17,sa
2018-02-24,-2.3,-5.0,-8.8,-11.7,2018-02-24T04:17,2018-02-24T15:18,12.77,0.0,2.52,31.3,51.5,286.0,1.23,17,sa
2018-02-25,-3.4,-6.5,-10.0,-13.1,2018-02-25T04:15,2018-02-25T15:19,13.5,0.0,1.82,26.8,48.2,277.0,1.09,17,sa
2018-02-26,-2.8,-7.2,-8.0,-12.5,2018-02-26T04:14,2018-02-26T15:20,13.89,0.0,1.47,16.0,29.9,293.0,1.05,17,sa
2018-02-27,-1.4,-8.9,-5.3,-12.9,2018-02-27T04:12,2018-02-27T15:22,14.65,0.0,0.28,7.8,18.0,238.0,1.1,17,sa
2018-02-28,0.7,-7.4,-3.1,-11.7,2018-02-28T04:11,2018-02-28T15:23,13.62,0.0,0.84,14.8,24.5,218.0,1.14,17,sa
2018-03-01,2.5,-3.7,-1.4,-9.3,2018-03-01T04:09,2018-03-01T15:24,5.13,2.0,12.39,38.7,73.8,112.0,0.6,17,sa
2018-03-02,2.3,-0.9,-4.3,-10.7,2018-03-02T04:07,2018-03-02T15:25,9.93,0.8,6.09,52.0,97.9,291.0,1.07,17,sa
2018-03-03,4.4,-0.8,0.5,-8.5,2018-03-03T04:06,2018-03-03T15:27,12.66,0.4,0.0,33.9,56.9,255.0,1.57,17,sa
2018-03-04,6.1,-0.1,2.5,-6.6,2018-03-04T04:04,2018-03-04T15:28,7.92,6.7,0.0,27.4,49.7,263.0,1.32,17,sa
2018-03-05,-0.5,-2.8,-5.9,-9.2,2018-03-05T04:02,2018-03-05T15:29,6.83,0.0,0.49,23.9,43.9,310.0,1.15,17,sa
2018-03-06,-2.9,-5.3,-9.1,-12.5,2018-03-06T04:01,2018-03-06T15:30,15.7,0.0,2.17,32.2,57.6,293.0,1.28,17,sa
2018-03-07,-1.7,-6.4,-6.5,-12.2,2018-03-07T03:59,2018-03-07T15:31,14.46,0.0,0.49,20.1,40.0,268.0,1.25,17,sa
2018-03-08,4.5,-5.2,-0.6,-9.9,2018-03-08T03:57,2018-03-08T15:33,7.66,16.1,0.0,29.5,56.5,132.0,0.9,17,sa
2018-03-09,5.3,-0.2,2.0,-5.7,2018-03-09T03:55,2018-03-09T15:34,3.03,26.4,1.68,30.6,65.5,310.0,0.52,17,sa
2018-03-10,-0.1,-3.0,-5.2,-7.1,2018-03-10T03:54,2018-03-10T15:35,15.0,0.0,0.0,19.1,33.1,325.0,1.4,17,sa
2018-03-11,1.6,-3.2,-2.4,-7.0,2018-03-11T03:52,2018-03-11T15:36,14.88,0.0,1.05,12.6,22.3,141.0,1.3,17,sa
2018-03-12,1.6,-0.8,-2.4,-5.1,2018-03-12T03:50,2018-03-12T15:38,12.21,0.0,1.68,19.9,33.5,284.0,1.13,17,sa
2018-03-13,5.4,-0.6,1.4,-5.2,2018-03-13T03:49,2018-03-13T15:39,11.83,0.5,0.14,20.9,31.7,148.0,1.18,17,sa
2018-03-14,4.0,0.9,0.6,-2.6,2018-03-14T03:47,2018-03-14T15:40,13.93,0.1,0.0,22.5,37.8,315.0,1.25,17,sa
2018-03-15,7.7,1.3,6.1,-4.1,2018-03-15T03:45,2018-03-15T15:41,9.28,4.7,4.69,23.1,42.1,203.0,1.07,17,sa
2018-03-16,1.2,-4.5,-4.5,-9.0,2018-03-16T03:43,2018-03-16T15:42,16.87,0.0,2.1,30.2,49.7,337.0,1.24,17,sa
2018-03-17,1.9,-5.0,-3.9,-9.8,2018-03-17T03:42,2018-03-17T15:44,15.29,0.0,0.07,21.6,36.4,258.0,1.55,17,sa
2018-03-18,5.8,-1.5,2.1,-6.2,2018-03-18T03:40,2018-03-18T15:45,16.57,0.0,0.0,14.0,24.5,202.0,1.8,17,sa
2018-03-19,3.4,-1.3,-1.3,-8.9,2018-03-19T03:38,2018-03-19T15:46,15.7,0.1,0.77,39.6,68.4,294.0,1.78,17,sa
2018-03-20,-0.6,-4.3,-5.0,-9.2,2018-03-20T03:36,2018-03-20T15:47,19.09,0.0,1.33,16.7,34.9,324.0,1.54,17,sa
2018-03-21,2.7,-5.4,0.0,-9.8,2018-03-21T03:34,2018-03-21T15:48,20.17,0.0,0.0,12.8,23.4,167.0,1.99,17,sa
2018-03-22,4.4,-0.4,1.3,-5.0,2018-03-22T03:33,2018-03-22T15:49,14.8,0.0,0.0,13.0,23.0,56.0,1.61,17,sa
2018-03-23,2.3,-0.2,-2.0,-4.5,2018-03-23T03:31,2018-03-23T15:51,16.01,0.0,0.0,13.7,23.0,334.0,1.52,17,sa
2018-03-24,6.4,-2.2,4.5,-6.2,2018-03-24T03:29,2018-03-24T15:52,20.5,0.3,0.0,15.8,26.3,175.0,2.2,17,sa
2018-03-25,7.6,2.9,5.4,-1.1,2018-03-25T03:27,2018-03-25T15:53,20.6,3.0,0.0,14.2,32.4,213.0,2.21,17,sa
2018-03-26,6.6,-0.2,4.4,-3.5,2018-03-26T03:26,2018-03-26T15:54,20.35,0.2,0.0,15.6,25.6,304.0,1.82,17,sa
2018-03-27,8.0,-1.3,4.1,-5.6,2018-03-27T03:24,2018-03-27T15:55,21.42,0.0,0.0,21.8,37.4,143.0,2.03,17,sa
2018-03-28,11.9,3.8,8.1,-0.7,2018-03-28T03:22,2018-03-28T15:57,20.77,0.0,0.0,24.0,39.2,163.0,2.52,17,sa
2018-03-29,7.8,3.1,4.7,-1.4,2018-03-29T03:20,2018-03-29T15:58,21.79,0.0,0.0,17.6,37.8,303.0,2.5,17,sa
2018-03-30,6.8,1.9,1.8,-2.5,2018-03-30T03:18,2018-03-30T15:59,21.2,0.0,0.0,23.2,42.5,289.0,2.61,17,sa
2018-03-31,11.1,1.3,7.6,-3.2,2018-03-31T03:17,2018-03-31T16:00,20.4,0.0,0.0,16.6,33.8,240.0,2.75,17,sa
2018-04-01,6.7,2.6,4.5,-0.2,2018-04-01T03:15,2018-04-01T16:01,9.45,1.3,0.0,8.2,13.7,147.0,1.24,17,sa
2018-04-02,9.6,1.5,7.6,-1.2,2018-04-02T03:13,2018-04-02T16:02,22.17,0.0,0.0,28.8,50.8,149.0,2.47,17,sa
2018-04-03,9.3,5.6,7.9,-0.1,2018-04-03T03:11,2018-04-03T16:03,4.98,4.3,0.0,29.0,52.2,216.0,0.99,17,sa
2018-04-04,5.8,1.8,1.1,-5.1,2018-04-04T03:10,2018-04-04T16:05,11.8,0.0,0.14,27.9,49.0,293.0,2.47,17,sa
2018-04-05,4.8,1.2,-1.8,-6.3,2018-04-05T03:08,2018-04-05T16:06,19.85,0.0,0.0,30.4,58.0,282.0,2.72,17,sa
2018-04-06,3.3,1.8,-0.1,-2.3,2018-04-06T03:06,2018-04-06T16:07,6.98,2.0,2.38,9.7,20.2,122.0,0.98,17,sa
2018-04-07,4.0,1.7,0.1,-2.6,2018-04-07T03:05,2018-04-07T16:08,11.18,2.5,1.61,17.2,35.6,314.0,1.2,17,sa
2018-04-08,6.9,0.6,2.9,-3.3,2018-04-08T03:03,2018-04-08T16:09,18.88,1.0,0.0,19.3,37.8,246.0,2.05,17,sa
2018-04-09,8.1,1.0,4.5,-3.0,2018-04-09T03:01,2018-04-09T16:10,17.6,1.7,0.28,18.3,40.0,221.0,2.13,17,sa
2018-04-10,9.0,1.9,5.9,-2.2,2018-04-10T02:59,2018-04-10T16:12,23.69,0.0,0.0,23.9,43.2,257.0,3.03,17,sa
2018-04-11,10.0,5.8,5.8,-0.7,2018-04-11T02:58,2018-04-11T16:13,9.87,9.0,0.0,37.5,78.1,160.0,1.69,17,sa
2018-04-12,10.7,3.4,7.2,-1.1,2018-04-12T02:56,2018-04-12T16:14,19.5,0.0,0.0,21.5,37.1,287.0,2.68,17,sa
2018-04-13,5.0,2.1,0.4,-2.6,2018-04-13T02:54,2018-04-13T16:15,19.98,0.0,0.0,22.7,41.8,313.0,2.24,17,sa
2018-04-14,9.2,1.6,5.8,-2.0,2018-04-14T02:53,2018-04-14T16:16,13.5,4.9,0.0,21.3,44.3,146.0,1.86,17,sa
2018-04-15,5.7,2.7,3.3,-2.9,2018-04-15T02:51,2018-04-15T16:17,3.81,13.0,0.0,25.0,45.4,17.0,0.65,17,sa
2018-04-16,8.0,2.7,3.5,-2.2,2018-04-16T02:49,2018-04-16T16:19,20.44,0.0,0.0,22.6,43.9,286.0,2.35,17,sa
2018-04-17,13.1,2.5,11.2,-1.3,2018-04-17T02:48,2018-04-17T16:20,24.84,0.0,0.0,14.6,27.0,188.0,3.3,17,sa
2018-04-18,13.4,3.8,13.3,0.5,2018-04-18T02:46,2018-04-18T16:21,24.65,0.0,0.0,13.4,26.3,162.0,3.18,17,sa
2018-04-19,14.2,3.5,14.5,0.5,2018-04-19T02:45,2018-04-19T16:22,24.48,0.0,0.0,9.2,19.8,147.0,3.32,17,sa
2018-04-20,13.7,6.0,13.9,3.7,2018-04-20T02:43,2018-04-20T16:23,24.34,0.0,0.0,15.5,27.7,211.0,3.04,17,sa
2018-04-21,18.9,8.1,16.7,5.0,2018-04-21T02:41,2018-04-21T16:24,24.54,0.0,0.0,20.8,37.1,218.0,3.93,17,sa
2018-04-22,9.8,4.3,8.5,2.3,2018-04-22T02:40,2018-04-22T16:26,21.37,0.0,0.0,15.5,31.0,316.0,2.45,17,sa
2018-04-23,11.8,3.7,11.7,0.9,2018-04-23T02:38,2018-04-23T16:27,25.41,0.0,0.0,13.7,24.1,127.0,3.33,17,sa
2018-04-24,10.8,5.3,8.8,1.5,2018-04-24T02:37,2018-04-24T16:28,14.2,0.0,0.0,17.4,32.0,140.0,1.89,17,sa
2018-04-25,10.5,6.5,9.3,4.3,2018-04-25T02:35,2018-04-25T16:29,8.45,1.0,0.0,11.1,21.2,293.0,1.32,17,sa
2018-04-26,12.3,7.0,10.1,4.5,2018-04-26T02:34,2018-04-26T16:30,19.94,0.5,0.0,21.9,42.1,272.0,2.39,17,sa
2018-04-27,11.0,3.4,7.3,-0.4,2018-04-27T02:32,2018-04-27T16:31,25.18,0.0,0.0,28.8,45.7,299.0,3.33,17,sa
2018-04-28,13.9,2.6,9.9,-1.2,2018-04-28T02:31,2018-04-28T16:33,21.86,0.3,0.0,27.5,48.2,227.0,3.36,17,sa
2018-04-29,16.3,5.1,14.1,2.7,2018-04-29T02:29,2018-04-29T16:34,25.57,0.0,0.0,24.3,42.5,148.0,3.87,17,sa
2018-04-30,19.6,10.1,18.3,7.2,2018-04-30T02:28,2018-04-30T16:35,23.32,2.3,0.0,17.9,31.3,187.0,3.93,17,sa
2018-05-01,12.0,7.0,10.7,5.5,2018-05-01T02:26,2018-05-01T16:36,19.38,0.9,0.0,16.1,32.0,307.0,2.3,17,sa
2018-05-02,13.4,7.3,12.1,4.9,2018-05-02T02:25,2018-05-02T16:37,12.24,4.5,0.0,21.8,39.6,121.0,1.97,17,sa
2018-05-03,12.9,8.9,9.6,4.6,2018-05-03T02:24,2018-05-03T16:38,7.86,13.9,0.0,30.1,54.0,128.0,1.31,17,sa
2018-05-04,11.8,6.9,10.4,4.2,2018-05-04T02:22,2018-05-04T16:39,17.41,0.4,0.0,13.7,29.9,153.0,2.46,17,sa
2018-05-05,9.5,7.4,6.7,3.8,2018-05-05T02:21,2018-05-05T16:41,16.88,3.4,0.0,24.8,47.5,251.0,2.11,17,sa
2018-05-06,10.6,6.7,7.7,4.8,2018-05-06T02:20,2018-05-06T16:42,9.17,14.6,0.0,15.1,29.2,119.0,1.3,17,sa
2018-05-07,11.5,7.1,9.6,5.2,2018-05-07T02:19,2018-05-07T16:43,24.12,0.0,0.0,19.2,34.9,334.0,2.72,17,sa
2018-05-08,11.2,6.8,9.2,4.8,2018-05-08T02:17,2018-05-08T16:44,20.12,0.0,0.0,16.7,34.9,356.0,2.51,17,sa
2018-05-09,10.7,5.8,8.4,2.8,2018-05-09T02:16,2018-05-09T16:45,16.08,0.0,0.0,13.8,29.2,141.0,2.22,17,sa
2018-05-10,10.6,5.4,8.5,2.7,2018-05-10T02:15,2018-05-10T16:46,21.32,0.0,0.0,18.8,34.2,300.0,2.62,17,sa
2018-05-11,16.7,6.5,14.9,3.8,2018-05-11T02:14,2018-05-11T16:47,24.52,0.6,0.0,19.8,33.8,238.0,3.47,17,sa
2018-05-12,17.3,10.1,18.3,7.6,2018-05-12T02:13,2018-05-12T16:48,27.13,0.0,0.0,13.1,19.4,269.0,4.1,17,sa
2018-05-13,13.2,11.0,10.8,8.6,2018-05-13T02:11,2018-05-13T16:49,3.61,12.5,0.0,25.6,42.5,138.0,1.03,17,sa
2018-05-14,11.5,8.8,10.6,7.3,2018-05-14T02:10,2018-05-14T16:51,20.48,0.6,0.0,20.4,36.7,310.0,2.13,17,sa
2018-05-15,19.6,8.2,20.8,6.9,2018-05-15T02:09,2018-05-15T16:52,26.89,0.0,0.0,12.8,25.9,139.0,4.0,17,sa
2018-05-16,20.6,11.0,19.5,9.5,2018-05-16T02:08,2018-05-16T16:53,20.67,1.2,0.0,20.1,52.6,141.0,3.39,17,sa
2018-05-17,14.6,10.7,14.4,7.4,2018-05-17T02:07,2018-05-17T16:54,16.43,6.0,0.0,24.7,46.4,334.0,2.06,17,sa
2018-05-18,11.6,8.3,10.1,4.7,2018-05-18T02:06,2018-05-18T16:55,5.0,9.6,0.0,16.9,36.4,126.0,1.22,17,sa
2018-05-19,11.8,8.4,9.4,5.9,2018-05-19T02:05,2018-05-19T16:56,4.9,13.8,0.0,13.3,30.2,345.0,1.19,17,sa
2018-05-20,14.1,8.9,12.1,5.8,2018-05-20T02:04,2018-05-20T16:57,27.32,0.0,0.0,22.7,43.9,297.0,3.58,17,sa
2018-05-21,17.9,9.6,17.7,7.6,2018-05-21T02:03,2018-05-21T16:58,27.81,0.0,0.0,12.4,24.8,290.0,4.23,17,sa
2018-05-22,19.7,10.6,22.0,9.3,2018-05-22T02:03,2018-05-22T16:59,28.05,0.0,0.0,10.1,20.5,198.0,4.43,17,sa
2018-05-23,19.5,11.1,16.6,8.7,2018-05-23T02:02,2018-05-23T17:00,18.41,2.0,0.0,22.4,39.6,144.0,3.51,17,sa
2018-05-24,15.2,10.7,13.9,9.2,2018-05-24T02:01,2018-05-24T17:01,27.64,0.2,0.0,14.9,27.0,319.0,3.94,17,sa
2018-05-25,14.5,10.3,14.5,6.7,2018-05-25T02:00,2018-05-25T17:02,22.33,3.7,0.0,21.7,37.4,269.0,3.22,17,sa
2018-05-26,12.4,8.8,9.7,6.3,2018-05-26T02:00,2018-05-26T17:03,21.09,0.0,0.0,22.8,38.9,321.0,2.73,17,sa
2018-05-27,14.0,8.5,12.7,6.5,2018-05-27T01:59,2018-05-27T17:04,23.62,0.0,0.0,13.5,26.6,329.0,3.12,17,sa
2018-05-28,16.5,9.3,16.8,7.4,2018-05-28T01:58,2018-05-28T17:04,17.29,0.0,0.0,10.2,20.2,148.0,2.7,17,sa
2018-05-29,18.4,9.9,20.6,8.6,2018-05-29T01:58,2018-05-29T17:05,26.69,0.0,0.0,12.5,23.8,137.0,4.04,17,sa
2018-05-30,20.7,11.6,20.9,10.2,2018-05-30T01:57,2018-05-30T17:06,24.17,1.4,0.0,16.1,39.2,143.0,3.83,17,sa
2018-05-31,18.0,14.2,18.0,13.9,2018-05-31T01:56,2018-05-31T17:07,14.5,7.6,0.0,13.7,38.9,136.0,2.2,17,sa
2018-06-01,15.6,12.0,15.4,10.5,2018-06-01T01:56,2018-06-01T17:08,22.78,0.3,0.0,16.8,33.8,301.0,2.91,17,sa
2018-06-02,20.1,11.6,21.8,9.7,2018-06-02T01:55,2018-06-02T17:09,24.63,0.2,0.0,20.3,34.2,138.0,3.92,17,sa
2018-06-03,21.2,14.0,21.4,12.3,2018-06-03T01:55,2018-06-03T17:09,24.81,0.4,0.0,20.0,50.8,143.0,3.99,17,sa
2018-06-04,23.5,13.7,27.6,12.4,2018-06-04T01:54,2018-06-04T17:10,28.47,0.0,0.0,14.0,23.4,138.0,4.79,17,sa
2018-06-05,22.4,15.4,23.2,14.7,2018-06-05T01:54,2018-06-05T17:11,21.79,0.0,0.0,14.5,25.6,138.0,4.05,17,sa
2018-06-06,22.4,15.1,26.2,14.7,2018-06-06T01:54,2018-06-06T17:12,27.96,0.0,0.0,11.0,21.2,136.0,4.75,17,sa
2018-06-07,21.8,15.4,24.5,15.6,2018-06-07T01:54,2018-06-07T17:12,23.88,1.6,0.0,16.1,22.0,317.0,4.05,17,sa
2018-06-08,16.2,10.6,16.5,8.4,2018-06-08T01:53,2018-06-08T17:13,4.55,19.5,0.0,15.2,36.7,352.0,0.92,17,sa
2018-06-09,12.9,8.8,9.3,6.5,2018-06-09T01:53,2018-06-09T17:14,12.38,0.3,0.0,22.0,38.9,345.0,2.16,17,sa
2018-06-10,15.2,8.6,13.9,6.2,2018-06-10T01:53,2018-06-10T17:14,24.25,0.0,0.0,22.0,37.1,137.0,3.65,17,sa
2018-06-11,15.6,11.1,14.0,7.6,2018-06-11T01:53,2018-06-11T17:15,17.34,0.2,0.0,25.4,46.1,140.0,2.6,17,sa
2018-06-12,13.8,10.4,14.2,7.3,2018-06-12T01:53,2018-06-12T17:15,2.13,42.7,0.0,16.8,22.0,84.0,0.81,17,sa
2018-06-13,11.2,9.8,9.1,6.1,2018-06-13T01:52,2018-06-13T17:16,3.38,6.6,0.0,22.5,35.3,29.0,1.05,17,sa
2018-06-14,12.0,9.5,7.7,5.7,2018-06-14T01:52,2018-06-14T17:16,10.49,0.0,0.0,24.7,42.8,350.0,2.11,17,sa
2018-06-15,15.6,9.1,14.7,5.5,2018-06-15T01:52,2018-06-15T17:17,19.35,0.0,0.0,16.9,29.5,43.0,3.12,17,sa
2018-06-16,15.3,11.0,14.8,8.6,2018-06-16T01:52,2018-06-16T17:17,15.65,0.0,0.0,14.6,23.4,143.0,2.54,17,sa
2018-06-17,14.6,10.3,13.1,7.5,2018-06-17T01:53,2018-06-17T17:17,22.62,0.6,0.0,20.4,38.9,140.0,3.09,17,sa
2018-06-18,16.8,11.8,15.6,8.8,2018-06-18T01:53,2018-06-18T17:18,14.18,0.1,0.0,20.7,35.6,141.0,2.2,17,sa
2018-06-19,19.8,13.6,19.5,12.0,2018-06-19T01:53,2018-06-19T17:18,26.41,0.0,0.0,24.6,44.3,142.0,3.79,17,sa
2018-06-20,18.0,15.1,15.4,11.9,2018-06-20T01:53,2018-06-20T17:18,15.19,8.2,0.0,35.7,61.2,145.0,2.48,17,sa
