time,temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),sunrise (iso8601),sunset (iso8601),shortwave_radiation_sum (MJ/m²),rain_sum (mm),snowfall_sum (cm),windspeed_10m_max (km/h),windgusts_10m_max (km/h),winddirection_10m_dominant (°),et0_fao_evapotranspiration (mm),elevation,city
2018-01-27,31.7,25.5,39.1,30.4,2018-01-27T05:19,2018-01-27T17:31,20.64,10.7,0.0,10.8,32.4,38.0,4.21,58,p
2018-01-28,31.2,24.6,37.5,29.4,2018-01-28T05:19,2018-01-28T17:32,16.69,2.4,0.0,11.6,30.2,28.0,3.58,58,p
2018-01-29,32.8,25.8,39.8,30.9,2018-01-29T05:19,2018-01-29T17:32,22.96,4.4,0.0,11.3,25.9,12.0,4.88,58,p
2018-01-30,31.6,25.2,36.8,30.6,2018-01-30T05:19,2018-01-30T17:32,20.12,2.0,0.0,9.4,35.3,341.0,4.26,58,p
2018-01-31,31.6,24.5,37.9,29.3,2018-01-31T05:20,2018-01-31T17:32,12.95,2.7,0.0,13.3,26.3,35.0,2.93,58,p
2018-02-01,30.7,25.8,37.7,31.1,2018-02-01T05:20,2018-02-01T17:32,16.66,9.2,0.0,11.8,24.5,14.0,3.45,58,p
2018-02-02,28.1,23.9,34.4,29.3,2018-02-02T05:20,2018-02-02T17:32,14.72,11.8,0.0,4.4,16.2,,3.01,58,p
2018-02-03,30.8,24.3,38.9,30.0,2018-02-03T05:20,2018-02-03T17:32,18.85,11.4,0.0,8.0,22.7,67.0,3.9,58,p
2018-02-04,29.9,25.5,37.8,30.7,2018-02-04T05:20,2018-02-04T17:32,16.64,14.9,0.0,9.6,22.3,174.0,3.38,58,p
2018-02-05,29.6,24.9,36.4,30.1,2018-02-05T05:20,2018-02-05T17:32,16.77,6.4,0.0,7.6,27.7,230.0,3.48,58,p
2018-02-06,29.4,25.2,35.1,29.8,2018-02-06T05:21,2018-02-06T17:32,14.03,7.2,0.0,12.4,27.0,248.0,2.87,58,p
2018-02-07,30.9,24.7,36.5,28.6,2018-02-07T05:21,2018-02-07T17:32,19.38,11.7,0.0,13.4,36.4,248.0,3.97,58,p
2018-02-08,28.4,24.2,34.6,29.3,2018-02-08T05:21,2018-02-08T17:32,13.01,8.3,0.0,5.8,21.6,331.0,2.65,58,p
2018-02-09,28.8,23.9,34.2,29.0,2018-02-09T05:21,2018-02-09T17:33,13.86,13.5,0.0,8.8,25.2,222.0,2.76,58,p
2018-02-10,30.7,24.1,38.8,29.4,2018-02-10T05:21,2018-02-10T17:32,17.26,16.7,0.0,5.2,25.2,273.0,3.59,58,p
2018-02-11,28.9,23.8,35.3,27.9,2018-02-11T05:21,2018-02-11T17:32,8.45,23.2,0.0,9.4,26.3,328.0,1.86,58,p
2018-02-12,30.1,24.3,36.5,29.3,2018-02-12T05:21,2018-02-12T17:32,16.58,4.2,0.0,6.9,17.6,355.0,3.43,58,p
2018-02-13,29.4,24.8,36.5,30.0,2018-02-13T05:21,2018-02-13T17:32,20.19,8.8,0.0,10.1,31.0,269.0,4.0,58,p
2018-02-14,31.0,25.0,37.5,30.7,2018-02-14T05:21,2018-02-14T17:32,21.87,5.2,0.0,10.7,34.2,219.0,4.43,58,p
2018-02-15,28.7,24.0,36.5,28.3,2018-02-15T05:21,2018-02-15T17:32,18.69,22.8,0.0,9.0,34.2,337.0,3.73,58,p
2018-02-16,29.7,24.1,36.9,28.6,2018-02-16T05:21,2018-02-16T17:32,18.62,11.3,0.0,10.4,32.0,239.0,3.8,58,p
2018-02-17,31.0,25.0,38.7,30.2,2018-02-17T05:21,2018-02-17T17:32,20.31,7.1,0.0,9.0,20.5,24.0,4.17,58,p
2018-02-18,30.3,25.0,37.9,30.3,2018-02-18T05:21,2018-02-18T17:32,18.43,8.8,0.0,7.1,21.2,38.0,3.76,58,p
2018-02-19,28.3,24.3,34.3,29.0,2018-02-19T05:21,2018-02-19T17:32,11.81,20.7,0.0,6.2,16.2,328.0,2.5,58,p
2018-02-20,31.6,24.3,39.1,28.9,2018-02-20T05:21,2018-02-20T17:32,20.35,3.5,0.0,9.7,24.1,12.0,4.18,58,p
2018-02-21,29.1,24.8,34.0,30.3,2018-02-21T05:21,2018-02-21T17:31,13.67,12.3,0.0,10.1,21.6,32.0,2.78,58,p
2018-02-22,31.0,25.1,37.6,29.9,2018-02-22T05:21,2018-02-22T17:31,19.59,8.5,0.0,13.6,28.8,28.0,4.06,58,p
2018-02-23,29.2,24.5,35.4,29.8,2018-02-23T05:20,2018-02-23T17:31,14.47,7.9,0.0,9.7,24.5,13.0,2.97,58,p
2018-02-24,30.8,24.5,38.8,29.7,2018-02-24T05:20,2018-02-24T17:31,18.68,4.1,0.0,6.1,22.7,34.0,3.85,58,p
2018-02-25,29.1,24.8,35.6,30.0,2018-02-25T05:20,2018-02-25T17:31,17.43,9.1,0.0,6.3,25.2,197.0,3.56,58,p
2018-02-26,28.3,24.4,34.6,30.4,2018-02-26T05:20,2018-02-26T17:31,15.39,16.0,0.0,5.2,23.0,73.0,3.11,58,p
2018-02-27,30.7,24.5,37.6,30.1,2018-02-27T05:20,2018-02-27T17:30,16.23,2.9,0.0,7.7,16.6,,3.42,58,p
2018-02-28,30.6,25.1,38.4,30.3,2018-02-28T05:20,2018-02-28T17:30,17.25,12.7,0.0,8.2,20.5,310.0,3.57,58,p
2018-03-01,26.8,24.3,32.7,28.9,2018-03-01T05:20,2018-03-01T17:30,9.18,37.3,0.0,8.3,22.7,301.0,1.91,58,p
2018-03-02,30.3,24.3,36.3,29.7,2018-03-02T05:20,2018-03-02T17:30,14.54,7.6,0.0,8.4,15.8,355.0,3.07,58,p
2018-03-03,29.6,24.7,38.3,29.8,2018-03-03T05:19,2018-03-03T17:29,19.08,14.0,0.0,11.2,21.6,13.0,3.96,58,p
2018-03-04,31.7,25.2,38.4,30.5,2018-03-04T05:19,2018-03-04T17:29,20.56,7.4,0.0,11.2,20.5,25.0,4.38,58,p
2018-03-05,30.6,25.0,39.5,30.3,2018-03-05T05:19,2018-03-05T17:29,19.16,18.6,0.0,11.5,19.4,41.0,3.99,58,p
2018-03-06,29.7,24.9,36.7,30.4,2018-03-06T05:19,2018-03-06T17:29,16.05,9.4,0.0,6.8,17.3,42.0,3.36,58,p
2018-03-07,28.7,24.6,34.7,29.8,2018-03-07T05:19,2018-03-07T17:28,11.8,17.1,0.0,5.7,17.3,333.0,2.49,58,p
2018-03-08,30.5,24.5,38.2,29.8,2018-03-08T05:18,2018-03-08T17:28,20.96,4.2,0.0,7.0,24.8,283.0,4.23,58,p
2018-03-09,30.4,24.4,36.7,29.1,2018-03-09T05:18,2018-03-09T17:28,21.1,3.4,0.0,10.4,26.6,23.0,4.35,58,p
2018-03-10,31.1,25.2,38.4,30.2,2018-03-10T05:18,2018-03-10T17:28,22.55,0.6,0.0,9.0,31.7,8.0,4.56,58,p
2018-03-11,32.9,25.9,37.5,31.4,2018-03-11T05:18,2018-03-11T17:27,22.45,0.0,0.0,12.7,22.7,31.0,5.06,58,p
2018-03-12,32.4,26.1,37.7,31.2,2018-03-12T05:18,2018-03-12T17:27,22.66,4.0,0.0,13.0,29.5,26.0,4.83,58,p
2018-03-13,31.7,24.3,38.3,29.5,2018-03-13T05:17,2018-03-13T17:27,21.27,20.9,0.0,9.2,22.7,315.0,4.38,58,p
2018-03-14,29.8,24.5,36.2,29.2,2018-03-14T05:17,2018-03-14T17:26,17.61,4.7,0.0,8.0,20.5,195.0,3.61,58,p
2018-03-15,30.5,25.4,37.0,31.0,2018-03-15T05:17,2018-03-15T17:26,17.74,4.0,0.0,8.8,18.7,260.0,3.66,58,p
2018-03-16,28.1,25.0,34.2,29.7,2018-03-16T05:17,2018-03-16T17:26,10.17,12.1,0.0,10.4,21.2,351.0,2.24,58,p
2018-03-17,31.2,24.1,37.4,28.4,2018-03-17T05:16,2018-03-17T17:25,21.2,12.7,0.0,10.9,29.2,34.0,4.41,58,p
2018-03-18,30.6,23.7,36.9,27.5,2018-03-18T05:16,2018-03-18T17:25,16.21,6.6,0.0,15.0,32.0,247.0,3.41,58,p
2018-03-19,32.1,24.8,39.5,30.8,2018-03-19T05:16,2018-03-19T17:25,22.12,1.7,0.0,10.6,24.1,200.0,4.53,58,p
2018-03-20,31.3,25.3,39.9,30.9,2018-03-20T05:16,2018-03-20T17:24,22.22,19.6,0.0,8.0,24.1,332.0,4.5,58,p
2018-03-21,32.3,24.9,39.5,29.3,2018-03-21T05:15,2018-03-21T17:24,15.29,24.5,0.0,12.9,23.8,14.0,3.3,58,p
2018-03-22,28.7,24.0,34.9,28.6,2018-03-22T05:15,2018-03-22T17:24,6.78,54.7,0.0,12.9,22.7,42.0,1.6,58,p
2018-03-23,30.5,24.4,37.6,29.4,2018-03-23T05:15,2018-03-23T17:23,21.77,1.2,0.0,8.2,21.6,141.0,4.51,58,p
2018-03-24,29.3,24.9,36.7,29.1,2018-03-24T05:15,2018-03-24T17:23,18.74,14.6,0.0,9.2,22.0,291.0,3.84,58,p
2018-03-25,27.2,24.6,32.7,29.3,2018-03-25T05:14,2018-03-25T17:23,5.99,46.0,0.0,9.4,20.9,300.0,1.38,58,p
2018-03-26,31.5,24.4,38.7,29.4,2018-03-26T05:14,2018-03-26T17:22,19.02,5.4,0.0,7.0,29.5,255.0,4.01,58,p
2018-03-27,28.2,25.0,34.8,30.5,2018-03-27T05:14,2018-03-27T17:22,14.06,13.5,0.0,6.8,25.6,328.0,2.81,58,p
2018-03-28,29.5,24.7,34.4,29.4,2018-03-28T05:13,2018-03-28T17:22,8.68,5.3,0.0,12.4,31.0,289.0,1.97,58,p
2018-03-29,29.6,25.0,36.1,31.0,2018-03-29T05:13,2018-03-29T17:21,16.59,25.6,0.0,5.4,30.6,254.0,3.4,58,p
2018-03-30,29.7,24.6,36.8,29.9,2018-03-30T05:13,2018-03-30T17:21,12.07,20.7,0.0,6.4,31.7,354.0,2.5,58,p
2018-03-31,29.1,24.4,34.8,30.0,2018-03-31T05:13,2018-03-31T17:21,14.14,6.9,0.0,7.9,29.9,147.0,2.88,58,p
2018-04-01,30.0,24.2,37.1,29.3,2018-04-01T05:12,2018-04-01T17:20,20.29,7.1,0.0,8.6,29.9,197.0,3.98,58,p
2018-04-02,31.5,24.6,39.3,29.9,2018-04-02T05:12,2018-04-02T17:20,15.87,14.8,0.0,5.2,23.8,205.0,3.33,58,p
2018-04-03,28.6,24.7,35.9,30.2,2018-04-03T05:12,2018-04-03T17:20,17.34,11.2,0.0,12.6,31.3,220.0,3.34,58,p
2018-04-04,29.7,24.6,35.1,29.9,2018-04-04T05:12,2018-04-04T17:19,14.25,4.8,0.0,6.1,20.5,265.0,2.94,58,p
2018-04-05,30.9,25.0,38.7,31.0,2018-04-05T05:11,2018-04-05T17:19,21.09,10.3,0.0,5.9,19.8,68.0,4.33,58,p
2018-04-06,29.8,25.2,36.2,30.6,2018-04-06T05:11,2018-04-06T17:19,16.96,20.1,0.0,7.3,22.0,346.0,3.45,58,p
2018-04-07,30.9,24.1,36.1,29.3,2018-04-07T05:11,2018-04-07T17:18,14.59,15.9,0.0,8.6,23.4,17.0,3.06,58,p
2018-04-08,30.0,24.5,37.8,30.0,2018-04-08T05:11,2018-04-08T17:18,18.86,1.7,0.0,8.6,22.7,69.0,3.78,58,p
2018-04-09,30.5,25.1,37.0,31.5,2018-04-09T05:10,2018-04-09T17:18,17.49,1.7,0.0,8.1,19.4,120.0,3.61,58,p
2018-04-10,31.3,25.3,37.5,31.7,2018-04-10T05:10,2018-04-10T17:18,20.75,0.6,0.0,10.1,19.8,67.0,4.36,58,p
2018-04-11,31.9,26.2,39.5,30.9,2018-04-11T05:10,2018-04-11T17:17,20.33,2.6,0.0,11.4,23.8,59.0,4.26,58,p
2018-04-12,30.9,25.4,37.8,30.1,2018-04-12T05:10,2018-04-12T17:17,19.25,2.8,0.0,9.9,23.0,54.0,3.99,58,p
2018-04-13,30.9,25.4,37.2,30.7,2018-04-13T05:09,2018-04-13T17:17,16.93,8.8,0.0,7.4,21.6,69.0,3.45,58,p
2018-04-14,29.3,25.4,35.3,30.6,2018-04-14T05:09,2018-04-14T17:16,19.25,6.1,0.0,10.9,25.2,44.0,3.81,58,p
2018-04-15,31.4,24.9,38.6,30.2,2018-04-15T05:09,2018-04-15T17:16,18.13,13.6,0.0,11.3,27.0,52.0,3.75,58,p
2018-04-16,29.8,25.1,36.1,30.1,2018-04-16T05:09,2018-04-16T17:16,12.5,11.8,0.0,7.5,16.6,295.0,2.62,58,p
2018-04-17,30.7,25.2,37.0,30.8,2018-04-17T05:09,2018-04-17T17:16,16.7,11.9,0.0,8.0,23.4,206.0,3.45,58,p
2018-04-18,29.7,25.2,36.4,30.6,2018-04-18T05:08,2018-04-18T17:15,12.46,15.1,0.0,5.7,18.0,248.0,2.61,58,p
2018-04-19,29.6,25.6,37.2,31.0,2018-04-19T05:08,2018-04-19T17:15,11.61,13.5,0.0,8.2,17.6,226.0,2.47,58,p
2018-04-20,31.5,25.4,38.8,30.8,2018-04-20T05:08,2018-04-20T17:15,18.26,43.5,0.0,8.0,22.7,326.0,3.81,58,p
2018-04-21,30.1,24.7,37.4,29.9,2018-04-21T05:08,2018-04-21T17:15,14.49,16.2,0.0,6.5,17.6,266.0,2.97,58,p
2018-04-22,31.2,24.8,38.8,30.9,2018-04-22T05:08,2018-04-22T17:14,19.25,10.2,0.0,11.1,23.4,43.0,4.1,58,p
2018-04-23,29.8,24.8,36.1,30.0,2018-04-23T05:07,2018-04-23T17:14,13.77,16.6,0.0,5.4,14.4,215.0,2.88,58,p
2018-04-24,29.6,25.7,36.6,30.7,2018-04-24T05:07,2018-04-24T17:14,14.69,6.9,0.0,10.7,18.0,231.0,2.99,58,p
2018-04-25,28.3,25.7,34.9,31.5,2018-04-25T05:07,2018-04-25T17:14,10.56,33.6,0.0,7.7,23.8,243.0,2.19,58,p
2018-04-26,27.5,24.7,33.2,29.4,2018-04-26T05:07,2018-04-26T17:14,5.84,10.7,0.0,11.2,27.4,250.0,1.39,58,p
2018-04-27,31.1,24.6,38.7,29.4,2018-04-27T05:07,2018-04-27T17:13,22.07,2.9,0.0,7.9,20.9,130.0,4.49,58,p
2018-04-28,28.9,24.9,36.1,28.9,2018-04-28T05:07,2018-04-28T17:13,17.21,13.5,0.0,13.4,30.2,226.0,3.45,58,p
2018-04-29,29.9,24.7,37.9,29.7,2018-04-29T05:07,2018-04-29T17:13,18.18,7.0,0.0,10.1,22.7,206.0,3.64,58,p
2018-04-30,30.7,25.3,37.3,30.9,2018-04-30T05:06,2018-04-30T17:13,21.18,0.4,0.0,7.9,20.5,214.0,4.26,58,p
2018-05-01,30.3,24.9,36.9,30.6,2018-05-01T05:06,2018-05-01T17:13,17.32,7.5,0.0,7.0,17.6,,3.5,58,p
2018-05-02,28.7,24.9,34.3,29.1,2018-05-02T05:06,2018-05-02T17:13,8.66,16.3,0.0,11.1,25.9,240.0,1.94,58,p
2018-05-03,31.4,25.6,38.5,31.1,2018-05-03T05:06,2018-05-03T17:12,21.17,0.5,0.0,10.8,25.9,209.0,4.4,58,p
2018-05-04,30.8,26.5,37.5,31.8,2018-05-04T05:06,2018-05-04T17:12,21.72,0.4,0.0,13.0,27.4,188.0,4.55,58,p
2018-05-05,30.7,26.9,36.9,31.6,2018-05-05T05:06,2018-05-05T17:12,22.47,0.2,0.0,10.0,25.2,170.0,4.59,58,p
2018-05-06,32.6,26.1,40.1,32.5,2018-05-06T05:06,2018-05-06T17:12,21.99,0.6,0.0,6.6,19.1,128.0,4.63,58,p
2018-05-07,31.4,26.5,40.1,32.0,2018-05-07T05:06,2018-05-07T17:12,20.67,2.3,0.0,7.3,21.2,190.0,4.24,58,p
2018-05-08,28.9,25.4,35.0,30.5,2018-05-08T05:06,2018-05-08T17:12,15.84,9.0,0.0,9.7,24.1,214.0,3.18,58,p
2018-05-09,31.2,25.1,37.5,30.3,2018-05-09T05:06,2018-05-09T17:12,16.58,2.1,0.0,11.8,23.0,175.0,3.53,58,p
2018-05-10,29.6,26.3,35.8,32.0,2018-05-10T05:06,2018-05-10T17:12,17.0,1.6,0.0,8.2,23.0,161.0,3.38,58,p
2018-05-11,30.0,24.9,37.0,29.8,2018-05-11T05:06,2018-05-11T17:12,15.21,9.7,0.0,9.0,22.3,194.0,3.11,58,p
2018-05-12,29.5,24.9,35.5,29.7,2018-05-12T05:06,2018-05-12T17:12,10.47,12.2,0.0,9.4,22.0,218.0,2.25,58,p
2018-05-13,30.6,25.2,37.1,30.3,2018-05-13T05:06,2018-05-13T17:12,17.03,3.5,0.0,9.0,21.2,180.0,3.57,58,p
2018-05-14,30.2,25.2,37.3,30.8,2018-05-14T05:06,2018-05-14T17:12,16.79,5.9,0.0,6.9,22.7,145.0,3.39,58,p
2018-05-15,31.7,25.2,39.2,31.0,2018-05-15T05:06,2018-05-15T17:12,19.75,1.3,0.0,9.2,22.7,89.0,4.11,58,p
2018-05-16,31.5,25.7,38.7,31.3,2018-05-16T05:06,2018-05-16T17:12,18.24,4.7,0.0,6.9,18.4,151.0,3.79,58,p
2018-05-17,28.6,25.2,34.9,30.7,2018-05-17T05:06,2018-05-17T17:12,14.25,14.2,0.0,7.4,24.5,199.0,2.84,58,p
2018-05-18,30.5,25.2,36.7,30.3,2018-05-18T05:06,2018-05-18T17:12,14.14,10.4,0.0,9.1,22.7,209.0,3.01,58,p
2018-05-19,29.4,25.3,35.3,30.6,2018-05-19T05:06,2018-05-19T17:12,12.4,13.6,0.0,8.8,19.4,208.0,2.63,58,p
2018-05-20,28.9,24.9,34.9,30.3,2018-05-20T05:06,2018-05-20T17:12,12.14,7.5,0.0,8.8,20.9,225.0,2.48,58,p
2018-05-21,30.8,24.8,37.8,30.2,2018-05-21T05:06,2018-05-21T17:12,13.43,10.0,0.0,8.3,23.4,195.0,2.79,58,p
2018-05-22,31.6,24.7,38.8,30.2,2018-05-22T05:06,2018-05-22T17:12,16.74,7.3,0.0,7.4,22.0,145.0,3.47,58,p
2018-05-23,30.7,25.3,37.1,30.2,2018-05-23T05:06,2018-05-23T17:12,17.36,5.2,0.0,10.4,25.6,56.0,3.59,58,p
2018-05-24,29.0,25.2,36.3,30.5,2018-05-24T05:06,2018-05-24T17:12,12.34,13.2,0.0,9.8,20.5,35.0,2.55,58,p
2018-05-25,30.1,24.9,37.6,30.6,2018-05-25T05:07,2018-05-25T17:12,14.87,1.7,0.0,7.2,16.6,243.0,3.05,58,p
2018-05-26,29.4,24.8,35.3,30.3,2018-05-26T05:07,2018-05-26T17:12,16.41,3.2,0.0,7.4,22.3,169.0,3.33,58,p
2018-05-27,29.9,25.8,36.4,30.9,2018-05-27T05:07,2018-05-27T17:12,16.26,7.9,0.0,6.8,19.4,229.0,3.31,58,p
2018-05-28,28.5,25.2,34.1,29.8,2018-05-28T05:07,2018-05-28T17:12,10.4,15.4,0.0,9.8,29.2,242.0,2.22,58,p
2018-05-29,28.7,25.5,34.0,30.1,2018-05-29T05:07,2018-05-29T17:13,10.31,21.4,0.0,11.5,25.2,212.0,2.23,58,p
2018-05-30,30.7,25.0,36.2,29.6,2018-05-30T05:07,2018-05-30T17:13,13.67,15.2,0.0,12.6,27.7,199.0,2.9,58,p
2018-05-31,29.2,25.5,35.1,30.2,2018-05-31T05:07,2018-05-31T17:13,16.39,7.4,0.0,11.0,24.8,219.0,3.27,58,p
2018-06-01,30.2,25.4,35.5,30.4,2018-06-01T05:08,2018-06-01T17:13,15.11,0.0,0.0,11.6,25.9,212.0,3.12,58,p
2018-06-02,31.1,25.6,36.4,30.6,2018-06-02T05:08,2018-06-02T17:13,18.98,0.0,0.0,12.2,25.9,196.0,4.0,58,p
2018-06-03,29.1,25.3,35.5,30.1,2018-06-03T05:08,2018-06-03T17:13,13.5,2.3,0.0,10.9,22.7,190.0,2.74,58,p
2018-06-04,30.4,24.7,37.2,30.2,2018-06-04T05:08,2018-06-04T17:13,17.54,0.7,0.0,9.2,20.9,195.0,3.52,58,p
2018-06-05,30.3,25.9,36.7,30.8,2018-06-05T05:08,2018-06-05T17:14,17.27,3.8,0.0,12.3,27.0,204.0,3.5,58,p
2018-06-06,30.3,25.7,37.0,31.5,2018-06-06T05:08,2018-06-06T17:14,18.08,1.7,0.0,10.1,23.8,202.0,3.68,58,p
2018-06-07,29.4,25.4,35.7,30.7,2018-06-07T05:09,2018-06-07T17:14,18.26,1.3,0.0,13.3,28.8,187.0,3.61,58,p
2018-06-08,31.2,26.7,36.7,31.9,2018-06-08T05:09,2018-06-08T17:14,19.3,0.6,0.0,15.8,31.0,193.0,4.0,58,p
2018-06-09,30.4,26.8,35.7,31.4,2018-06-09T05:09,2018-06-09T17:14,19.65,0.8,0.0,12.7,26.6,196.0,4.17,58,p
2018-06-10,29.9,26.3,35.9,32.0,2018-06-10T05:09,2018-06-10T17:14,18.44,0.6,0.0,12.8,25.6,197.0,3.82,58,p
2018-06-11,30.9,25.7,36.8,31.2,2018-06-11T05:09,2018-06-11T17:15,19.57,0.9,0.0,11.1,21.6,185.0,4.03,58,p
2018-06-12,28.2,25.7,34.4,30.7,2018-06-12T05:10,2018-06-12T17:15,18.09,2.8,0.0,12.6,28.4,189.0,3.5,58,p
2018-06-13,30.2,24.7,36.4,29.5,2018-06-13T05:10,2018-06-13T17:15,17.32,3.1,0.0,10.9,24.8,197.0,3.5,58,p
2018-06-14,29.2,25.6,34.7,30.1,2018-06-14T05:10,2018-06-14T17:15,15.51,5.7,0.0,13.8,33.8,192.0,3.15,58,p
2018-06-15,29.0,24.6,34.0,29.0,2018-06-15T05:10,2018-06-15T17:15,14.19,11.6,0.0,14.0,28.4,203.0,2.85,58,p
2018-06-16,30.1,24.3,36.4,28.6,2018-06-16T05:10,2018-06-16T17:16,18.08,6.8,0.0,12.5,28.1,205.0,3.53,58,p
2018-06-17,31.0,25.5,36.4,30.6,2018-06-17T05:11,2018-06-17T17:16,16.87,0.0,0.0,12.8,29.5,172.0,3.66,58,p
2018-06-18,31.2,26.0,37.8,31.2,2018-06-18T05:11,2018-06-18T17:16,20.28,0.0,0.0,10.7,23.0,157.0,4.19,58,p
2018-06-19,30.5,25.5,36.6,31.2,2018-06-19T05:11,2018-06-19T17:16,17.47,7.0,0.0,9.0,21.2,113.0,3.59,58,p
2018-06-20,27.7,24.2,33.6,29.0,2018-06-20T05:11,2018-06-20T17:17,12.54,10.9,0.0,7.0,16.9,254.0,2.54,58,p
2018-06-21,29.7,24.1,35.5,29.5,2018-06-21T05:12,2018-06-21T17:17,14.2,7.0,0.0,9.1,20.5,217.0,2.93,58,p
2018-06-22,28.5,24.7,33.2,29.7,2018-06-22T05:12,2018-06-22T17:17,9.41,7.7,0.0,10.5,24.1,188.0,2.02,58,p
2018-06-23,29.4,24.5,34.8,29.5,2018-06-23T05:12,2018-06-23T17:17,15.04,5.1,0.0,8.0,20.2,206.0,3.07,58,p
2018-06-24,30.0,24.5,36.5,29.6,2018-06-24T05:12,2018-06-24T17:17,14.94,3.9,0.0,9.8,17.6,174.0,3.04,58,p
2018-06-25,29.5,24.3,35.1,29.1,2018-06-25T05:12,2018-06-25T17:18,16.62,5.0,0.0,9.8,19.4,217.0,3.31,58,p
2018-06-26,27.7,24.0,33.1,28.8,2018-06-26T05:13,2018-06-26T17:18,8.02,12.1,0.0,9.9,20.2,248.0,1.76,58,p
