time,temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),sunrise (iso8601),sunset (iso8601),shortwave_radiation_sum (MJ/m²),rain_sum (mm),snowfall_sum (cm),windspeed_10m_max (km/h),windgusts_10m_max (km/h),winddirection_10m_dominant (°),et0_fao_evapotranspiration (mm),elevation,city
2018-03-04,32.4,25.4,40.0,31.6,2018-03-04T05:53,2018-03-04T18:08,17.76,9.8,0.0,8.4,25.2,292.0,3.8,0,le
2018-03-05,31.3,25.1,38.4,30.7,2018-03-05T05:53,2018-03-05T18:08,15.13,12.9,0.0,6.9,25.6,259.0,3.11,0,le
2018-03-06,30.9,25.6,38.4,31.9,2018-03-06T05:53,2018-03-06T18:08,17.89,7.9,0.0,9.4,24.1,292.0,3.71,0,le
2018-03-07,32.5,25.4,40.8,31.3,2018-03-07T05:53,2018-03-07T18:07,20.8,22.6,0.0,8.7,27.0,263.0,4.33,0,le
2018-03-08,31.9,25.3,39.3,30.8,2018-03-08T05:53,2018-03-08T18:07,15.24,9.2,0.0,8.7,28.4,271.0,3.29,0,le
2018-03-09,32.4,25.3,38.8,31.4,2018-03-09T05:53,2018-03-09T18:06,16.33,23.6,0.0,10.2,23.4,276.0,3.57,0,le
2018-03-10,32.3,25.6,39.0,31.6,2018-03-10T05:53,2018-03-10T18:06,14.78,9.0,0.0,9.3,28.4,305.0,3.19,0,le
2018-03-11,30.8,25.0,36.1,30.8,2018-03-11T05:53,2018-03-11T18:05,9.38,20.2,0.0,8.5,22.7,291.0,2.17,0,le
2018-03-12,30.0,25.5,36.5,31.5,2018-03-12T05:53,2018-03-12T18:05,16.65,9.7,0.0,12.3,29.2,297.0,3.36,0,le
2018-03-13,30.2,24.4,36.3,29.9,2018-03-13T05:53,2018-03-13T18:04,15.21,1.5,0.0,9.7,23.8,297.0,3.18,0,le
2018-03-14,32.6,24.6,39.6,30.2,2018-03-14T05:53,2018-03-14T18:04,23.56,1.6,0.0,10.2,25.9,272.0,4.91,0,le
2018-03-15,33.9,25.0,42.4,31.0,2018-03-15T05:53,2018-03-15T18:03,22.7,1.2,0.0,7.5,33.1,,4.82,0,le
2018-03-16,32.9,24.2,40.9,29.5,2018-03-16T05:52,2018-03-16T18:03,20.57,7.3,0.0,8.9,24.5,279.0,4.32,0,le
2018-03-17,30.1,24.7,36.5,30.5,2018-03-17T05:52,2018-03-17T18:03,13.33,20.3,0.0,6.1,27.4,283.0,2.83,0,le
2018-03-18,32.8,24.3,40.3,29.6,2018-03-18T05:52,2018-03-18T18:02,23.41,3.2,0.0,8.8,23.8,58.0,4.97,0,le
2018-03-19,33.0,25.4,41.7,31.1,2018-03-19T05:52,2018-03-19T18:02,23.09,10.0,0.0,9.7,23.0,296.0,4.83,0,le
2018-03-20,33.1,25.4,41.9,31.3,2018-03-20T05:52,2018-03-20T18:01,22.96,4.3,0.0,8.2,22.7,289.0,4.83,0,le
2018-03-21,30.9,24.6,36.5,29.8,2018-03-21T05:52,2018-03-21T18:01,18.67,2.9,0.0,20.8,43.2,273.0,3.89,0,le
2018-03-22,32.2,24.0,38.3,28.4,2018-03-22T05:52,2018-03-22T18:00,20.07,17.9,0.0,15.6,40.0,283.0,4.12,0,le
2018-03-23,32.1,24.8,40.5,30.2,2018-03-23T05:52,2018-03-23T18:00,20.46,5.3,0.0,11.2,30.2,285.0,4.34,0,le
2018-03-24,28.5,25.3,36.3,31.2,2018-03-24T05:52,2018-03-24T17:59,12.33,30.7,0.0,6.0,33.1,244.0,2.59,0,le
2018-03-25,31.1,24.8,37.8,30.2,2018-03-25T05:52,2018-03-25T17:59,17.24,13.6,0.0,10.1,24.5,242.0,3.59,0,le
2018-03-26,30.7,25.2,38.0,31.1,2018-03-26T05:51,2018-03-26T17:58,16.46,19.7,0.0,11.5,25.9,319.0,3.41,0,le
2018-03-27,30.8,24.7,37.4,30.3,2018-03-27T05:51,2018-03-27T17:58,16.81,8.6,0.0,5.4,23.0,217.0,3.47,0,le
2018-03-28,32.5,24.9,40.1,30.5,2018-03-28T05:51,2018-03-28T17:57,21.11,2.4,0.0,7.1,24.5,327.0,4.49,0,le
2018-03-29,33.5,25.1,40.8,30.6,2018-03-29T05:51,2018-03-29T17:57,23.14,0.0,0.0,9.2,21.2,269.0,4.98,0,le
2018-03-30,33.8,24.6,42.1,29.1,2018-03-30T05:51,2018-03-30T17:56,24.17,0.0,0.0,10.1,23.0,245.0,5.17,0,le
2018-03-31,33.1,25.3,39.1,30.8,2018-03-31T05:51,2018-03-31T17:56,22.4,2.3,0.0,13.3,28.1,268.0,4.73,0,le
2018-04-01,32.4,25.8,39.5,31.8,2018-04-01T05:51,2018-04-01T17:55,22.6,4.3,0.0,16.1,40.7,286.0,4.76,0,le
2018-04-02,32.5,25.5,40.6,31.5,2018-04-02T05:51,2018-04-02T17:55,19.63,4.4,0.0,11.9,34.6,285.0,4.11,0,le
2018-04-03,31.5,24.8,38.8,30.6,2018-04-03T05:50,2018-04-03T17:54,21.92,8.4,0.0,7.4,20.5,268.0,4.51,0,le
2018-04-04,32.9,24.6,41.4,30.1,2018-04-04T05:50,2018-04-04T17:54,22.62,8.8,0.0,7.0,24.5,234.0,4.75,0,le
2018-04-05,32.9,25.7,40.1,32.0,2018-04-05T05:50,2018-04-05T17:53,21.76,2.9,0.0,8.4,23.8,129.0,4.58,0,le
2018-04-06,31.8,25.3,39.7,31.2,2018-04-06T05:50,2018-04-06T17:53,21.2,8.6,0.0,8.0,27.7,120.0,4.39,0,le
2018-04-07,32.9,25.7,40.8,31.4,2018-04-07T05:50,2018-04-07T17:52,20.55,9.1,0.0,8.2,25.2,102.0,4.36,0,le
2018-04-08,31.7,24.9,36.8,30.5,2018-04-08T05:50,2018-04-08T17:52,15.33,11.2,0.0,12.1,26.3,90.0,3.36,0,le
2018-04-09,32.8,25.0,40.1,30.8,2018-04-09T05:50,2018-04-09T17:51,19.55,4.1,0.0,7.5,23.0,81.0,4.13,0,le
2018-04-10,33.7,25.3,40.0,30.9,2018-04-10T05:50,2018-04-10T17:51,22.04,0.0,0.0,12.1,33.5,94.0,4.82,0,le
2018-04-11,32.9,25.5,39.2,31.1,2018-04-11T05:50,2018-04-11T17:51,22.15,0.4,0.0,13.2,28.1,86.0,4.75,0,le
2018-04-12,32.3,26.0,38.8,31.9,2018-04-12T05:50,2018-04-12T17:50,19.45,4.0,0.0,10.6,29.2,90.0,4.14,0,le
2018-04-13,33.8,26.3,42.4,32.8,2018-04-13T05:50,2018-04-13T17:50,21.39,3.5,0.0,9.7,31.7,85.0,4.59,0,le
2018-04-14,32.3,26.4,40.6,32.5,2018-04-14T05:49,2018-04-14T17:49,17.83,6.9,0.0,8.5,26.6,97.0,3.74,0,le
2018-04-15,32.9,26.2,40.9,32.4,2018-04-15T05:49,2018-04-15T17:49,18.22,3.9,0.0,11.0,25.9,214.0,3.9,0,le
2018-04-16,33.3,24.7,40.8,30.0,2018-04-16T05:49,2018-04-16T17:48,22.75,1.7,0.0,9.0,21.6,82.0,4.9,0,le
2018-04-17,31.5,26.2,38.8,32.4,2018-04-17T05:49,2018-04-17T17:48,18.04,6.6,0.0,8.4,25.2,244.0,3.77,0,le
2018-04-18,32.0,25.8,39.3,31.7,2018-04-18T05:49,2018-04-18T17:48,18.23,5.4,0.0,9.4,23.8,169.0,3.86,0,le
2018-04-19,31.7,26.2,39.1,32.2,2018-04-19T05:49,2018-04-19T17:47,18.22,7.5,0.0,6.5,20.2,132.0,3.84,0,le
2018-04-20,32.0,25.8,39.1,31.8,2018-04-20T05:49,2018-04-20T17:47,16.35,5.0,0.0,8.7,20.5,125.0,3.45,0,le
2018-04-21,32.6,25.5,40.9,31.5,2018-04-21T05:49,2018-04-21T17:47,18.54,4.4,0.0,7.6,21.6,106.0,3.95,0,le
2018-04-22,33.2,25.2,41.0,31.1,2018-04-22T05:49,2018-04-22T17:46,19.0,5.8,0.0,8.8,24.1,102.0,4.04,0,le
2018-04-23,29.9,25.5,36.6,31.7,2018-04-23T05:49,2018-04-23T17:46,6.9,14.0,0.0,6.6,19.4,142.0,1.55,0,le
2018-04-24,30.7,25.7,37.2,32.0,2018-04-24T05:49,2018-04-24T17:46,14.38,15.4,0.0,9.4,28.8,94.0,3.02,0,le
2018-04-25,28.7,25.0,35.7,30.4,2018-04-25T05:49,2018-04-25T17:45,14.55,21.1,0.0,8.7,25.6,,2.9,0,le
2018-04-26,30.9,24.7,36.6,29.7,2018-04-26T05:49,2018-04-26T17:45,14.67,9.9,0.0,13.4,30.6,88.0,3.02,0,le
2018-04-27,32.9,25.3,39.1,31.0,2018-04-27T05:49,2018-04-27T17:45,20.32,5.5,0.0,13.8,30.6,97.0,4.23,0,le
2018-04-28,33.3,25.0,40.5,30.7,2018-04-28T05:49,2018-04-28T17:44,18.75,1.7,0.0,6.7,22.3,88.0,4.08,0,le
2018-04-29,33.4,25.9,40.7,32.2,2018-04-29T05:49,2018-04-29T17:44,21.65,0.0,0.0,10.3,23.8,81.0,4.72,0,le
2018-04-30,33.6,24.4,40.3,29.3,2018-04-30T05:49,2018-04-30T17:44,23.34,0.0,0.0,9.9,22.0,92.0,5.11,0,le
2018-05-01,33.0,24.5,38.9,29.5,2018-05-01T05:49,2018-05-01T17:43,22.63,0.0,0.0,9.9,22.7,108.0,4.91,0,le
2018-05-02,32.8,24.3,39.5,29.1,2018-05-02T05:49,2018-05-02T17:43,22.11,0.0,0.0,7.4,19.8,133.0,4.65,0,le
2018-05-03,32.6,25.3,40.0,30.7,2018-05-03T05:49,2018-05-03T17:43,20.88,0.5,0.0,6.6,19.1,151.0,4.42,0,le
2018-05-04,33.6,25.4,40.2,31.2,2018-05-04T05:49,2018-05-04T17:43,21.29,0.0,0.0,8.2,20.9,118.0,4.57,0,le
2018-05-05,33.4,26.1,40.3,32.1,2018-05-05T05:49,2018-05-05T17:42,21.7,0.0,0.0,9.4,23.0,79.0,4.68,0,le
2018-05-06,33.2,25.6,39.4,31.3,2018-05-06T05:49,2018-05-06T17:42,23.01,0.0,0.0,11.7,25.9,104.0,5.12,0,le
2018-05-07,34.3,25.3,40.2,30.4,2018-05-07T05:49,2018-05-07T17:42,23.52,0.0,0.0,11.3,27.4,99.0,5.22,0,le
2018-05-08,34.1,24.6,41.5,29.6,2018-05-08T05:49,2018-05-08T17:42,22.12,0.9,0.0,7.1,20.9,115.0,4.71,0,le
2018-05-09,33.9,24.5,40.3,29.5,2018-05-09T05:49,2018-05-09T17:42,22.64,0.0,0.0,10.5,23.8,88.0,4.9,0,le
2018-05-10,32.9,25.1,38.8,30.5,2018-05-10T05:49,2018-05-10T17:41,21.24,0.2,0.0,11.3,25.9,97.0,4.58,0,le
2018-05-11,32.8,25.3,38.3,30.4,2018-05-11T05:50,2018-05-11T17:41,21.71,0.0,0.0,11.8,26.6,103.0,4.7,0,le
2018-05-12,31.8,23.4,39.2,27.8,2018-05-12T05:50,2018-05-12T17:41,22.49,0.0,0.0,6.4,18.0,99.0,4.68,0,le
2018-05-13,33.9,25.2,40.6,30.7,2018-05-13T05:50,2018-05-13T17:41,22.04,0.2,0.0,12.1,25.2,75.0,4.77,0,le
2018-05-14,32.9,25.5,39.4,31.1,2018-05-14T05:50,2018-05-14T17:41,22.35,0.0,0.0,10.8,22.3,75.0,4.77,0,le
2018-05-15,33.3,25.1,39.6,30.4,2018-05-15T05:50,2018-05-15T17:41,19.4,0.4,0.0,12.9,28.8,85.0,4.22,0,le
2018-05-16,32.7,25.8,38.5,31.5,2018-05-16T05:50,2018-05-16T17:41,15.63,7.5,0.0,9.9,27.7,101.0,3.41,0,le
2018-05-17,31.7,25.7,39.1,32.1,2018-05-17T05:50,2018-05-17T17:40,15.52,4.9,0.0,9.2,30.2,123.0,3.26,0,le
2018-05-18,33.4,25.2,41.0,30.9,2018-05-18T05:50,2018-05-18T17:40,18.37,3.0,0.0,11.7,28.8,101.0,3.93,0,le
2018-05-19,31.8,25.4,38.0,31.2,2018-05-19T05:51,2018-05-19T17:40,14.39,13.5,0.0,8.0,29.5,113.0,3.03,0,le
2018-05-20,32.4,25.0,39.0,30.6,2018-05-20T05:51,2018-05-20T17:40,17.36,3.2,0.0,6.6,21.6,89.0,3.71,0,le
2018-05-21,32.9,25.4,39.7,31.2,2018-05-21T05:51,2018-05-21T17:40,18.87,4.2,0.0,8.7,22.0,101.0,3.95,0,le
2018-05-22,33.8,25.8,39.9,31.7,2018-05-22T05:51,2018-05-22T17:40,21.02,0.0,0.0,16.4,41.4,94.0,4.6,0,le
2018-05-23,31.7,26.0,38.5,32.3,2018-05-23T05:51,2018-05-23T17:40,16.15,6.0,0.0,13.6,40.3,79.0,3.41,0,le
2018-05-24,33.0,25.8,40.8,32.1,2018-05-24T05:51,2018-05-24T17:40,17.03,7.2,0.0,9.5,33.8,88.0,3.59,0,le
2018-05-25,31.0,26.1,38.0,32.4,2018-05-25T05:52,2018-05-25T17:40,15.76,7.4,0.0,8.5,25.9,105.0,3.29,0,le
2018-05-26,33.3,25.8,39.3,32.2,2018-05-26T05:52,2018-05-26T17:40,17.76,3.9,0.0,10.0,25.6,91.0,3.82,0,le
2018-05-27,32.5,25.3,39.1,31.2,2018-05-27T05:52,2018-05-27T17:40,17.85,1.1,0.0,8.4,22.0,128.0,3.79,0,le
2018-05-28,33.3,26.4,40.0,32.8,2018-05-28T05:52,2018-05-28T17:40,17.56,1.3,0.0,7.6,20.9,,3.81,0,le
2018-05-29,32.9,25.3,39.5,31.1,2018-05-29T05:52,2018-05-29T17:40,20.54,0.1,0.0,9.7,22.7,69.0,4.36,0,le
2018-05-30,33.3,25.2,40.5,30.9,2018-05-30T05:53,2018-05-30T17:40,19.45,0.1,0.0,5.5,19.8,276.0,4.13,0,le
2018-05-31,33.1,25.5,40.5,31.8,2018-05-31T05:53,2018-05-31T17:40,18.82,0.7,0.0,7.8,18.7,41.0,4.01,0,le
2018-06-01,33.1,25.2,38.7,30.6,2018-06-01T05:53,2018-06-01T17:40,17.96,0.8,0.0,6.8,19.4,9.0,3.88,0,le
2018-06-02,32.6,26.0,38.4,30.9,2018-06-02T05:53,2018-06-02T17:41,16.82,0.3,0.0,8.7,18.4,71.0,3.66,0,le
2018-06-03,32.7,25.5,39.1,31.4,2018-06-03T05:54,2018-06-03T17:41,18.55,0.0,0.0,9.7,20.9,71.0,4.0,0,le
2018-06-04,33.1,25.2,39.4,30.6,2018-06-04T05:54,2018-06-04T17:41,17.85,0.0,0.0,10.1,23.0,82.0,3.92,0,le
2018-06-05,32.9,26.2,39.8,32.4,2018-06-05T05:54,2018-06-05T17:41,17.22,0.0,0.0,7.7,21.6,66.0,3.72,0,le
2018-06-06,32.8,25.9,39.4,32.4,2018-06-06T05:54,2018-06-06T17:41,19.09,0.3,0.0,7.2,20.9,22.0,4.06,0,le
2018-06-07,33.5,25.9,39.6,32.0,2018-06-07T05:55,2018-06-07T17:41,19.89,0.4,0.0,8.9,22.3,54.0,4.3,0,le
2018-06-08,33.4,25.8,40.1,31.8,2018-06-08T05:55,2018-06-08T17:41,19.46,0.6,0.0,10.2,23.8,66.0,4.19,0,le
2018-06-09,33.6,25.2,40.4,30.8,2018-06-09T05:55,2018-06-09T17:41,19.56,0.2,0.0,8.2,21.6,69.0,4.22,0,le
2018-06-10,33.1,25.4,39.6,31.5,2018-06-10T05:55,2018-06-10T17:42,18.71,0.6,0.0,8.0,21.2,,4.08,0,le
2018-06-11,34.2,25.9,40.3,31.9,2018-06-11T05:55,2018-06-11T17:42,19.68,0.0,0.0,9.7,22.7,42.0,4.38,0,le
2018-06-12,34.3,25.9,40.5,32.2,2018-06-12T05:56,2018-06-12T17:42,18.33,5.5,0.0,8.8,27.4,111.0,3.95,0,le
2018-06-13,34.2,24.5,40.0,30.1,2018-06-13T05:56,2018-06-13T17:42,18.59,0.1,0.0,11.0,24.8,63.0,4.08,0,le
2018-06-14,34.5,25.5,40.5,31.5,2018-06-14T05:56,2018-06-14T17:42,20.19,0.2,0.0,7.5,22.3,52.0,4.47,0,le
2018-06-15,32.7,26.1,38.5,31.7,2018-06-15T05:56,2018-06-15T17:42,18.21,0.7,0.0,7.3,24.8,279.0,3.93,0,le
2018-06-16,34.0,25.5,38.3,30.1,2018-06-16T05:57,2018-06-16T17:43,18.55,0.0,0.0,13.1,29.5,79.0,4.31,0,le
2018-06-17,34.4,25.3,38.9,30.9,2018-06-17T05:57,2018-06-17T17:43,19.72,0.0,0.0,14.9,32.8,90.0,4.8,0,le
2018-06-18,34.4,24.7,38.2,28.8,2018-06-18T05:57,2018-06-18T17:43,19.1,0.0,0.0,14.8,32.4,90.0,4.65,0,le
2018-06-19,34.6,23.6,39.5,27.6,2018-06-19T05:57,2018-06-19T17:43,19.02,0.0,0.0,10.7,31.3,77.0,4.34,0,le
2018-06-20,35.4,25.3,39.2,31.0,2018-06-20T05:58,2018-06-20T17:43,20.92,0.0,0.0,16.2,40.0,78.0,5.27,0,le
2018-06-21,34.7,27.1,37.6,32.0,2018-06-21T05:58,2018-06-21T17:44,13.29,0.5,0.0,16.7,38.2,78.0,3.6,0,le
2018-06-22,33.4,25.4,38.6,30.9,2018-06-22T05:58,2018-06-22T17:44,16.7,4.5,0.0,12.9,42.5,85.0,3.82,0,le
2018-06-23,34.5,25.5,40.0,31.7,2018-06-23T05:58,2018-06-23T17:44,17.3,2.2,0.0,13.8,31.3,77.0,3.82,0,le
2018-06-24,33.1,24.6,39.4,30.2,2018-06-24T05:58,2018-06-24T17:44,15.51,19.3,0.0,8.0,26.6,275.0,3.22,0,le
2018-06-25,27.2,24.6,32.0,29.9,2018-06-25T05:59,2018-06-25T17:45,9.69,8.4,0.0,9.6,20.9,267.0,2.03,0,le
2018-06-26,29.7,23.9,34.9,29.0,2018-06-26T05:59,2018-06-26T17:45,9.45,2.9,0.0,5.9,18.0,176.0,2.04,0,le
