iter	RMSE
134	4.313930272
135	4.307093408
136	4.302556572
137	4.296205075
138	4.292842635
139	4.284641121
140	4.282304757
141	4.277307743
142	4.272035966
143	4.266361736
144	4.262314301
145	4.255471087
146	4.251147672
147	4.247900721
148	4.242526534
149	4.235156764
150	4.230942932
151	4.222252991
152	4.215218761
153	4.209920908
154	4.204387301
155	4.201086844
156	4.194016476
157	4.18612344
158	4.181983141
159	4.17785119
160	4.174263762
161	4.166792235
162	4.160771401
163	4.156039431
164	4.151959212
165	4.148050478
166	4.144153953
167	4.136648821
168	4.133186959
169	4.128694475
170	4.124484553
171	4.120642006
172	4.113662879
173	4.110537182
174	4.107805904
175	4.101001817
176	4.094786486
177	4.090957666
178	4.083781426
179	4.077672286
180	4.070864367
181	4.065720881
182	4.061172011
183	4.055143696
184	4.051183599
185	4.044190605
186	4.039194676
187	4.035270086
188	4.029260587
189	4.025482427
190	4.021495534
191	4.01353542
192	4.009106858
193	4.002367168
194	3.996948101
195	3.994220756
196	3.991581971
197	3.985142731
198	3.981076782
199	3.977723788
200	3.971449865
201	3.967271132
202	3.964185613
203	3.959137812
204	3.957028682
205	3.953180851
206	3.949235856
207	3.94549193
208	3.940502095
209	3.933260132
210	3.926163412
211	3.921776616
212	3.918330299
213	3.914679812
214	3.908948083
215	3.906022377
216	3.903292297
217	3.896686705
218	3.891782001
219	3.886992424
220	3.882775047
221	3.877816092
222	3.874528238
223	3.870306365
224	3.865538354
225	3.861082096
226	3.8567219
227	3.851651475
228	3.845763257
229	3.842265091
230	3.838076206
231	3.831237003
232	3.827557076
233	3.824902886
234	3.820259527
235	3.814899378
236	3.811023694
237	3.804150223
238	3.797800079
239	3.79267279
240	3.789103391
241	3.784812035
242	3.782022935
243	3.7766563
244	3.77126084
245	3.767930445
246	3.763930925
247	3.756946478
248	3.753453021
249	3.749156003
250	3.745642027
251	3.741399385
252	3.736760636
253	3.733592815
254	3.72937735
255	3.726528495
256	3.722821613
257	3.719481614
258	3.715995492
259	3.712557875
260	3.708524771
261	3.703352807
262	3.700897821
263	3.698768176
264	3.69374526
265	3.690193796
266	3.685128088
267	3.680195832
268	3.677564853
269	3.673539174
270	3.668310017
271	3.664736211
272	3.661906478
273	3.658394404
274	3.654575601
275	3.650562063
276	3.647499826
277	3.643501311
278	3.638553271
279	3.635221548
280	3.631696247
281	3.628500059
282	3.624601163
283	3.622083671
284	3.617806202
285	3.615124087
286	3.610150487
287	3.605841794
288	3.60205718
289	3.599197216
290	3.594911668
291	3.591977785
292	3.588692442
293	3.584960959
294	3.58004627
295	3.576588284
296	3.574139116
297	3.571203626
298	3.569025839
299	3.566652499
300	3.563766077
301	3.561471894
302	3.558360821
303	3.555785167
304	3.552631199
305	3.551900056
306	3.548772772
307	3.54600002
308	3.542405838
309	3.539896739
310	3.536452219
311	3.533470001
312	3.530702503
313	3.527059296
314	3.523778711
315	3.523209004
316	3.51960554
317	3.516407207
318	3.512779766
319	3.51237981
320	3.509581668
321	3.504391687
322	3.501410864
323	3.498309
324	3.497959694
325	3.495656286
326	3.494394123
327	3.490662936
328	3.488337111
329	3.484795511
330	3.480892481
331	3.478491854
332	3.476272607
333	3.473105855
334	3.472209277
335	3.469912829
336	3.466493446
337	3.463656494
338	3.463339049
339	3.459088803
340	3.45670203
341	3.453919998
342	3.452573921
343	3.448928239
344	3.446111722
345	3.444132827
346	3.440959565
347	3.439200389
348	3.436867596
349	3.434042265
350	3.431569854
351	3.430436489
352	3.427871114
353	3.425459263
354	3.425081351
355	3.421123402
356	3.418878785
357	3.417434986
358	3.414759421
359	3.412570946
360	3.409793692
361	3.407187945
362	3.405049275
363	3.402017556
364	3.398918979
365	3.396733128
366	3.393708764
367	3.389532263
368	3.386110231
369	3.38455818
370	3.381536999
371	3.379394909
372	3.376291357
373	3.374286525
374	3.370297802
375	3.367542925
376	3.364456713
377	3.360192568
378	3.356590882
379	3.354063998
380	3.35180374
381	3.349691909
382	3.347911304
383	3.345326828
384	3.342913739
385	3.340199018
386	3.338867884
387	3.336652168
388	3.33399414
389	3.331549999
390	3.329701253
391	3.327213942
392	3.325360385
393	3.322477271
394	3.318927928
395	3.316482692
396	3.31424048
397	3.312122262
398	3.311335217
399	3.308971396
400	3.30644773
401	3.30350052
402	3.299813644
403	3.297603677
404	3.295850121
405	3.294299872
406	3.293938452
407	3.292067944
408	3.290197115
409	3.288136651
410	3.285591084
411	3.283102761
412	3.27991351
413	3.277938431
414	3.275520489
415	3.272294699
416	3.269924346
417	3.268104497
418	3.265586723
419	3.263291706
420	3.26120299
421	3.258997389
422	3.255652388
423	3.252420101
424	3.249507621
425	3.247470639
426	3.245888853
427	3.242811134
428	3.241399379
429	3.239172057
430	3.236248906
431	3.233963362
432	3.23139292
433	3.229252447
434	3.227186727
435	3.224459208
436	3.221729314
437	3.219563495
438	3.218265874
439	3.215019635
440	3.212859601
441	3.210615725
442	3.209152322
443	3.206991489
444	3.204612106
445	3.202812589
446	3.201082657
447	3.198743339
448	3.195884025
449	3.193927351
450	3.191492879
451	3.188731665
452	3.186694223
453	3.183752816
454	3.181883391
455	3.179773811
456	3.177857631
457	3.177715886
458	3.175665075
459	3.172199377
460	3.170758896
461	3.167671201
462	3.165121112
463	3.1633779
464	3.163144092
465	3.160788081
466	3.158693742
467	3.155569745
468	3.153314785
469	3.151603303
470	3.149445015
471	3.147497518
472	3.14515201
473	3.143529444
474	3.140768283
475	3.138760029
476	3.135671435
477	3.133290696
478	3.131003133
479	3.128745252
480	3.126527036
481	3.126393936
482	3.124107027
483	3.122421477
484	3.119998719
485	3.11668994
486	3.114198797
487	3.112873876
488	3.111265902
489	3.108937225
490	3.107161817
491	3.105495551
492	3.103257353
493	3.100990395
494	3.100820362
495	3.099844365
496	3.098521946
497	3.096468994
498	3.094597712
499	3.092006057
500	3.090061472
501	3.088236179
502	3.086092642
503	3.084346522
504	3.082230265
505	3.081931759
506	3.080694062
507	3.079408052
508	3.077699564
509	3.075245219
510	3.073227956
511	3.071338685
512	3.067917371
513	3.066266314
514	3.064060993
515	3.062425593
516	3.060677053
517	3.058443406
518	3.056480469
519	3.05456326
520	3.052369289
521	3.052201854
522	3.049649397
523	3.046917057
524	3.045558672
525	3.043381258
526	3.041520215
527	3.039392983
528	3.037252104
529	3.034873194
530	3.032832025
531	3.030215461
532	3.028523269
533	3.026970763
534	3.025513652
535	3.025227819
536	3.023296897
537	3.021385305
538	3.020003442
539	3.019585987
540	3.017612009
541	3.015577481
542	3.012677916
543	3.010644284
544	3.008836785
545	3.007692805
546	3.006276898
547	3.005331086
548	3.003549078
549	3.001413408
550	2.999976971
551	2.998621015
552	2.996274727
553	2.99429634
554	2.992620891
555	2.990601111
556	2.989547858
557	2.988268431
558	2.9875871
559	2.985568833
560	2.983265924
561	2.98107773
562	2.979829127
563	2.977957899
564	2.976646704
565	2.97553852
566	2.973713644
567	2.97192541
568	2.970995514
569	2.96949609
570	2.967610378
571	2.965607694
572	2.964433044
573	2.961070221
574	2.95904905
575	2.957447305
576	2.95474662
577	2.95348679
578	2.951813086
579	2.950477006
580	2.949176748
581	2.946749369
582	2.945752381
583	2.944705738
584	2.942639126
585	2.940702397
586	2.938287674
587	2.936446246
588	2.935306398
589	2.933713587
590	2.932516733
591	2.930822098
592	2.930277711
593	2.928171711
594	2.926257278
595	2.923916466
596	2.9210208
597	2.919634415
598	2.91917173
599	2.917873736
600	2.915699629
601	2.914704038
602	2.913714891
603	2.911726294
604	2.909261743
605	2.907920708
606	2.907061632
607	2.90426233
608	2.901039234
609	2.898306504
610	2.896635211
611	2.893999602
612	2.89242184
613	2.890642949
614	2.889208776
615	2.888069079
616	2.88665826
617	2.884929111
618	2.882481849
619	2.880782733
620	2.879287537
621	2.87840637
622	2.876346756
623	2.874489798
624	2.87323588
625	2.87223886
626	2.871306858
627	2.869686766
628	2.868013374
629	2.864967535
630	2.863128351
631	2.861675987
632	2.860299656
633	2.857927199
634	2.855525631
635	2.854426872
636	2.85214245
637	2.849904851
638	2.848256794
639	2.846344926
640	2.84492324
641	2.843347761
642	2.841345503
643	2.839913446
644	2.838672834
645	2.837518391
646	2.835913514
647	2.834727214
648	2.831977926
649	2.829925196
650	2.828851897
651	2.827895283
652	2.826809342
653	2.825836532
654	2.824271205
655	2.822026857
656	2.821860875
657	2.820496443
658	2.818793427
659	2.816624635
660	2.815956054
661	2.81434571
662	2.812858915
663	2.811569249
664	2.810347565
665	2.808440016
666	2.80711349
667	2.806198806
668	2.804302429
669	2.80309574
670	2.801116281
671	2.799438481
672	2.797322556
673	2.795349307
674	2.794172349
675	2.791585339
676	2.790688767
677	2.789510155
678	2.788212012
679	2.787799459
680	2.786439736
681	2.785487711
682	2.783335427
683	2.782337747
684	2.781562587
685	2.77959561
686	2.778220012
687	2.776595468
688	2.774478464
689	2.772429124
690	2.771116105
691	2.769214722
692	2.767881804
693	2.767418475
694	2.766217089
695	2.764640022
696	2.763289703
697	2.761222724
698	2.759929755
699	2.757846362
700	2.75630715
701	2.754998765
702	2.753323733
703	2.752322072
704	2.749877376
705	2.747643445
706	2.746573075
707	2.74495115
708	2.74430831
709	2.742134917
710	2.740732186
711	2.738438834
712	2.737111458
713	2.735194062
714	2.734045804
715	2.732835017
716	2.732192086
717	2.729573215
718	2.728458488
719	2.727493512
720	2.72707173
721	2.726147821
722	2.72434553
723	2.722822041
724	2.721370289
725	2.719499636
726	2.717974762
727	2.71636482
728	2.714825266
729	2.714431554
730	2.712830127
731	2.711953566
732	2.710308148
733	2.708529006
734	2.706890177
735	2.705021775
736	2.702791501
737	2.701914554
738	2.70060536
739	2.698656341
740	2.697513598
741	2.696293936
742	2.69478981
743	2.69250245
744	2.691103561
745	2.690892105
746	2.68906818
747	2.687526418
748	2.685905274
749	2.68486063
750	2.683210171
751	2.681920907
752	2.680578402
753	2.679578651
754	2.677644137
755	2.676232325
756	2.674876566
757	2.673202114
758	2.671537135
759	2.669869108
760	2.669604669
761	2.667644816
762	2.666404105
763	2.66563248
764	2.664330955
765	2.663618668
766	2.662328443
767	2.659884684
768	2.658421178
769	2.657231064
770	2.656054631
771	2.654427914
772	2.652073124
773	2.651574684
774	2.649490059
775	2.64867509
776	2.647754401
777	2.646923865
778	2.646253297
779	2.644109341
780	2.642247076
781	2.641489911
782	2.640886823
783	2.640054355
784	2.639481767
785	2.638497062
786	2.636655293
787	2.635359893
788	2.634066411
789	2.633255096
790	2.632812004
791	2.631834263
792	2.629385949
793	2.627374682
794	2.626194111
795	2.625055098
796	2.623929816
797	2.62260916
798	2.621174921
799	2.619320148
800	2.617678044
801	2.616287641
802	2.614602721
803	2.61378916
804	2.613048492
805	2.611351756
806	2.609858222
807	2.607828092
808	2.606586076
809	2.604784347
810	2.603718676
811	2.602540655
812	2.600692091
813	2.599249317
814	2.598246872
815	2.596606649
816	2.594866151
817	2.593651769
818	2.592802618
819	2.59224285
820	2.590732752
821	2.588546579
822	2.587409855
823	2.58636327
824	2.585444121
825	2.583898011
826	2.583065843
827	2.580564165
828	2.578364904
829	2.576828921
830	2.575320066
831	2.574120724
832	2.572277159
833	2.570186066
834	2.56944502
835	2.56880884
836	2.567670872
837	2.566983988
838	2.565965855
839	2.565077063
840	2.56347802
841	2.562563395
842	2.561345809
843	2.55964965
844	2.558064093
845	2.556860512
846	2.555068778
847	2.55387606
848	2.552042613
849	2.551108155
850	2.549869539
851	2.547667833
852	2.546686544
853	2.545499372
854	2.544077734
855	2.542793458
856	2.541289328
857	2.5403305
858	2.538989971
859	2.53824094
860	2.537060162
861	2.535708496
862	2.534884997
863	2.533946489
864	2.532751015
865	2.532068713
866	2.530752589
867	2.528780465
868	2.527742492
869	2.526700527
870	2.52639275
871	2.5254481
872	2.524263883
873	2.522834217
874	2.522271463
875	2.520838218
876	2.519843181
877	2.518845706
878	2.51749737
879	2.515748585
880	2.513393141
881	2.51260807
882	2.511386032
883	2.510389525
884	2.509636119
885	2.50875178
886	2.50708132
887	2.506047464
888	2.505172792
889	2.504155714
890	2.503963163
891	2.503152594
892	2.501759159
893	2.500363387
894	2.498806318
895	2.4965532
896	2.49547649
897	2.494696289
898	2.492931087
899	2.491875263
900	2.490043716
901	2.48941065
902	2.488301402
903	2.487521511
904	2.486771204
905	2.485160496
906	2.484451323
907	2.482394883
908	2.480920804
909	2.480862143
910	2.480062431
911	2.479528266
912	2.478391586
913	2.478306785
914	2.477509546
915	2.476936958
916	2.47564067
917	2.474402318
918	2.472812573
919	2.470581794
920	2.469039849
921	2.467727898
922	2.466704766
923	2.465469903
924	2.463681298
925	2.461950388
926	2.461150117
927	2.460310913
928	2.459362016
929	2.45772844
930	2.455999098
931	2.454556797
932	2.453370961
933	2.451706138
934	2.451166777
935	2.449789994
936	2.449195056
937	2.448183718
938	2.447049331
939	2.446199682
940	2.445616545
941	2.444094608
942	2.443189789
943	2.442163555
944	2.44126579
945	2.440643947
946	2.439844542
947	2.438838005
948	2.438263459
949	2.437304188
950	2.43597441
951	2.434656789
952	2.433487019
953	2.432389664
954	2.431185095
955	2.429832817
956	2.428714619
957	2.427195343
958	2.425702458
959	2.425072408
960	2.42388213
961	2.422966378
962	2.422080244
963	2.420965101
964	2.419794112
965	2.418765387
966	2.417134489
967	2.415656539
968	2.415104047
969	2.413563906
970	2.412472968
971	2.41171388
972	2.409911679
973	2.408188253
974	2.406442833
975	2.404644819
976	2.403373752
977	2.40255895
978	2.401548042
979	2.400525607
980	2.399800163
981	2.398545606
982	2.397433686
983	2.396206689
984	2.395323887
985	2.394603878
986	2.393851501
987	2.392325865
988	2.391087353
989	2.389694011
990	2.388883896
991	2.387948321
992	2.385990774
993	2.38455532
994	2.383372117
995	2.382740976
996	2.38115172
997	2.380251094
998	2.378832238
999	2.377397451
